chamado_id,cliente_id,canal,assunto,severidade,status,abertoEm,resolvidoEm,tempoResolucaoHoras,satisfacao,transacaoDisputadaId
CH0000491,CLI1276,Agência,Alteração cadastral,Baixa,Resolvido,2025-11-30T09:14:19,2025-12-01T04:14:19,19,4,
CH0000492,CLI0541,Telefone,Dúvida sobre produto,Baixa,Resolvido,2025-10-27T07:22:54,2025-10-31T03:22:54,92,3,
CH0000493,CLI0163,Telefone,Reclamação de atendimento,Alta,Aberto,2026-01-07T22:54:13,,,,
CH0000494,CLI1194,Chat,Reclamação de atendimento,Média,Resolvido,2025-10-21T00:34:25,2025-10-23T16:34:25,64,2,
CH0000495,CLI1285,App,Reclamação de atendimento,Alta,Resolvido,2026-02-16T21:40:06,2026-02-17T06:40:06,9,5,
CH0000496,CLI0175,Agência,Problema no aplicativo,Média,Resolvido,2026-02-02T21:27:00,2026-02-04T17:27:00,44,5,
CH0000497,CLI0235,App,Solicitação de cancelamento,Média,Resolvido,2026-02-12T10:32:20,2026-02-13T17:32:20,31,2,
CH0000498,CLI0627,Telefone,Problema no aplicativo,Baixa,Resolvido,2025-09-28T05:44:49,2025-09-29T20:44:49,39,2,
CH0000499,CLI0708,App,Contestação de transação,Baixa,Resolvido,2026-01-10T09:08:43,2026-01-11T21:08:43,36,1,TX0019977
CH0000500,CLI0820,App,Contestação de transação,Média,Aberto,2025-10-20T15:15:21,,,,TX0024078
CH0000501,CLI0387,App,Solicitação de cancelamento,Alta,Resolvido,2026-02-28T07:25:19,2026-02-28T17:25:19,10,1,
CH0000502,CLI0715,App,Alteração cadastral,Baixa,Cancelado,2025-11-18T21:18:50,,,,
CH0000503,CLI0352,Agência,Elogio ao atendimento,Baixa,Resolvido,2025-09-10T10:41:57,2025-09-13T02:41:57,64,1,
CH0000504,CLI1180,Agência,Problema no aplicativo,Baixa,Cancelado,2025-11-10T06:19:33,,,,
CH0000505,CLI0311,Agência,Elogio ao atendimento,Média,Resolvido,2026-01-23T08:48:47,2026-01-24T05:48:47,21,4,
CH0000506,CLI0902,Chat,Contestação de transação,Baixa,Resolvido,2026-01-20T01:58:11,2026-01-21T08:58:11,31,5,TX0016012
CH0000507,CLI1187,App,Solicitação de cancelamento,Baixa,Resolvido,2025-10-13T20:45:33,2025-10-15T09:45:33,37,1,
CH0000508,CLI0074,E-mail,Elogio ao atendimento,Baixa,Resolvido,2025-11-20T08:29:04,2025-11-22T00:29:04,40,3,
CH0000509,CLI0874,App,Problema no aplicativo,Baixa,Resolvido,2025-09-22T20:27:53,2025-09-24T13:27:53,41,5,
CH0000510,CLI0132,Agência,Alteração cadastral,Baixa,Resolvido,2026-02-24T06:24:28,2026-02-27T05:24:28,71,3,
CH0000511,CLI0107,App,Dúvida sobre fatura,Baixa,Resolvido,2025-12-16T15:46:54,2025-12-19T16:46:54,73,5,
CH0000512,CLI1044,Telefone,Reclamação de atendimento,Média,Resolvido,2025-09-16T19:38:38,2025-09-18T23:38:38,52,5,
CH0000513,CLI0346,Chat,Dúvida sobre produto,Alta,Resolvido,2025-11-01T06:45:45,2025-11-02T23:45:45,41,5,
CH0000514,CLI0583,Chat,Dúvida sobre fatura,Baixa,Aberto,2025-12-17T08:39:38,,,,
CH0000515,CLI1068,App,Reclamação de atendimento,Alta,Resolvido,2026-02-20T15:32:06,2026-02-23T21:32:06,78,4,
CH0000516,CLI1034,Chat,Alteração cadastral,Baixa,Resolvido,2025-11-09T10:27:30,2025-11-12T04:27:30,66,3,
CH0000517,CLI0012,Chat,Alteração cadastral,Baixa,Resolvido,2025-10-26T02:24:59,2025-10-26T11:24:59,9,4,
CH0000518,CLI1203,Telefone,Problema no aplicativo,Baixa,Resolvido,2025-12-08T12:17:46,2025-12-11T19:17:46,79,5,
CH0000519,CLI0832,Chat,Reclamação de atendimento,Alta,Cancelado,2026-02-16T07:09:17,,,,
CH0000520,CLI1143,App,Dúvida sobre produto,Média,Resolvido,2025-09-20T00:20:57,2025-09-23T19:20:57,91,2,
CH0000521,CLI0168,App,Reclamação de atendimento,Baixa,Em Andamento,2026-01-16T01:12:29,,,,
CH0000522,CLI1048,Chat,Dúvida sobre produto,Média,Resolvido,2025-12-20T03:34:19,2025-12-22T16:34:19,61,1,
CH0000523,CLI1094,Chat,Alteração cadastral,Baixa,Resolvido,2025-09-25T09:30:26,2025-09-29T07:30:26,94,4,
CH0000524,CLI0679,App,Solicitação de cancelamento,Baixa,Aberto,2025-09-10T19:26:10,,,,
CH0000525,CLI0363,Telefone,Solicitação de cancelamento,Média,Resolvido,2025-09-22T10:42:46,2025-09-22T20:42:46,10,2,
CH0000526,CLI0843,Chat,Alteração cadastral,Média,Resolvido,2025-10-13T13:46:26,2025-10-17T06:46:26,89,4,
CH0000527,CLI0239,Chat,Reclamação de atendimento,Baixa,Resolvido,2025-10-27T23:27:57,2025-10-31T16:27:57,89,1,
CH0000528,CLI0048,Telefone,Dúvida sobre fatura,Baixa,Em Andamento,2025-10-06T05:24:59,,,,
CH0000529,CLI0384,Chat,Dúvida sobre produto,Média,Cancelado,2026-01-17T21:57:00,,,,
CH0000530,CLI0556,Telefone,Elogio ao atendimento,Média,Resolvido,2025-12-07T01:27:32,2025-12-10T21:27:32,92,2,
CH0000531,CLI1196,App,Reclamação de atendimento,Média,Aberto,2025-11-16T20:32:42,,,,
CH0000532,CLI1213,App,Solicitação de cancelamento,Baixa,Resolvido,2026-02-16T00:07:53,2026-02-16T12:07:53,12,4,
CH0000533,CLI0448,E-mail,Elogio ao atendimento,Média,Resolvido,2025-12-03T12:53:12,2025-12-07T11:53:12,95,5,
CH0000534,CLI0900,App,Problema no aplicativo,Baixa,Resolvido,2025-11-10T22:44:59,2025-11-10T23:44:59,1,2,
CH0000535,CLI0685,Agência,Reclamação de atendimento,Baixa,Resolvido,2025-11-07T23:30:44,2025-11-09T21:30:44,46,3,
CH0000536,CLI0020,E-mail,Alteração cadastral,Baixa,Cancelado,2026-01-25T09:56:04,,,,
CH0000537,CLI0113,Telefone,Dúvida sobre fatura,Média,Resolvido,2025-12-03T03:35:21,2025-12-03T08:35:21,5,3,
CH0000538,CLI0052,Chat,Solicitação de cancelamento,Baixa,Resolvido,2025-11-26T23:59:29,2025-11-29T20:59:29,69,3,
CH0000539,CLI0408,App,Alteração cadastral,Média,Resolvido,2025-12-27T14:58:47,2025-12-31T03:58:47,85,1,
CH0000540,CLI0822,Telefone,Elogio ao atendimento,Baixa,Resolvido,2026-01-02T15:47:39,2026-01-04T11:47:39,44,2,
CH0000541,CLI0610,E-mail,Contestação de transação,Baixa,Resolvido,2025-11-13T05:04:16,2025-11-13T19:04:16,14,3,TX0020824
CH0000542,CLI0175,Telefone,Dúvida sobre fatura,Média,Resolvido,2025-09-17T20:28:40,2025-09-18T05:28:40,9,3,
CH0000543,CLI0063,App,Elogio ao atendimento,Baixa,Resolvido,2025-11-25T20:06:06,2025-11-27T10:06:06,38,2,
CH0000544,CLI0781,App,Reclamação de atendimento,Baixa,Aberto,2025-12-02T13:56:39,,,,
CH0000545,CLI0201,Chat,Elogio ao atendimento,Baixa,Em Andamento,2025-12-14T03:23:02,,,,
CH0000546,CLI1203,App,Contestação de transação,Média,Resolvido,2026-01-04T15:06:03,2026-01-05T16:06:03,25,3,TX0017619
CH0000547,CLI0804,App,Dúvida sobre fatura,Alta,Em Andamento,2025-10-06T15:03:39,,,,
CH0000548,CLI0168,Agência,Elogio ao atendimento,Média,Resolvido,2025-11-05T09:59:58,2025-11-05T11:59:58,2,3,
CH0000549,CLI1176,Telefone,Contestação de transação,Baixa,Em Andamento,2025-10-21T16:40:49,,,,TX0014855
CH0000550,CLI0867,App,Reclamação de atendimento,Baixa,Resolvido,2025-09-30T02:53:05,2025-10-02T22:53:05,68,5,
CH0000551,CLI0460,App,Alteração cadastral,Baixa,Resolvido,2025-10-22T08:35:37,2025-10-22T14:35:37,6,2,
CH0000552,CLI0522,Chat,Contestação de transação,Baixa,Em Andamento,2025-12-05T23:29:13,,,,TX0022618
CH0000553,CLI0031,Agência,Reclamação de atendimento,Baixa,Resolvido,2026-01-20T12:10:34,2026-01-22T17:10:34,53,4,
CH0000554,CLI0657,Agência,Alteração cadastral,Alta,Resolvido,2025-09-03T10:45:31,2025-09-07T03:45:31,89,5,
CH0000555,CLI0874,Chat,Dúvida sobre fatura,Baixa,Resolvido,2025-11-28T20:08:54,2025-11-29T14:08:54,18,4,
CH0000556,CLI0919,App,Dúvida sobre produto,Baixa,Aberto,2025-12-30T04:46:32,,,,
CH0000557,CLI1152,App,Contestação de transação,Baixa,Resolvido,2025-09-29T00:34:54,2025-09-29T13:34:54,13,5,TX0004993
CH0000558,CLI0904,Agência,Solicitação de cancelamento,Baixa,Resolvido,2026-02-25T00:24:24,2026-02-28T03:24:24,75,1,
CH0000559,CLI0943,Agência,Problema no aplicativo,Baixa,Em Andamento,2026-02-01T21:03:46,,,,
CH0000560,CLI0994,App,Dúvida sobre produto,Alta,Resolvido,2025-10-13T04:46:35,2025-10-16T04:46:35,72,2,
CH0000561,CLI0465,Telefone,Contestação de transação,Baixa,Aberto,2025-12-10T14:42:11,,,,TX0017353
CH0000562,CLI1071,Telefone,Reclamação de atendimento,Baixa,Resolvido,2025-09-12T13:40:10,2025-09-13T12:40:10,23,2,
CH0000563,CLI0097,App,Problema no aplicativo,Baixa,Resolvido,2025-12-06T03:19:42,2025-12-07T17:19:42,38,5,
CH0000564,CLI0249,Chat,Alteração cadastral,Baixa,Resolvido,2026-02-17T14:27:07,2026-02-18T13:27:07,23,1,
CH0000565,CLI0348,Chat,Reclamação de atendimento,Baixa,Em Andamento,2026-02-03T05:23:40,,,,
CH0000566,CLI1285,Chat,Reclamação de atendimento,Baixa,Resolvido,2026-02-03T15:29:17,2026-02-07T13:29:17,94,3,
CH0000567,CLI0888,App,Alteração cadastral,Baixa,Em Andamento,2025-12-27T18:08:41,,,,
CH0000568,CLI0974,App,Solicitação de cancelamento,Média,Resolvido,2025-09-18T04:26:55,2025-09-19T22:26:55,42,4,
CH0000569,CLI0190,Agência,Reclamação de atendimento,Média,Resolvido,2025-10-13T03:33:15,2025-10-16T10:33:15,79,2,
CH0000570,CLI1106,Telefone,Dúvida sobre fatura,Baixa,Resolvido,2025-12-03T09:40:15,2025-12-03T15:40:15,6,3,
CH0000571,CLI0944,Telefone,Alteração cadastral,Média,Em Andamento,2025-10-01T12:30:20,,,,
CH0000572,CLI0358,App,Problema no aplicativo,Baixa,Resolvido,2025-09-15T08:22:58,2025-09-16T08:22:58,24,4,
CH0000573,CLI0485,Chat,Contestação de transação,Baixa,Resolvido,2025-11-06T15:28:45,2025-11-10T10:28:45,91,5,TX0000745
CH0000574,CLI0935,App,Alteração cadastral,Baixa,Resolvido,2025-10-02T20:39:26,2025-10-05T10:39:26,62,5,
CH0000575,CLI0502,Chat,Problema no aplicativo,Média,Resolvido,2026-02-01T10:49:55,2026-02-05T10:49:55,96,3,
CH0000576,CLI0160,E-mail,Problema no aplicativo,Média,Resolvido,2025-12-24T23:15:38,2025-12-28T13:15:38,86,3,
CH0000577,CLI0633,E-mail,Dúvida sobre produto,Média,Cancelado,2025-12-28T06:38:39,,,,
CH0000578,CLI0888,App,Contestação de transação,Média,Resolvido,2025-11-25T14:01:06,2025-11-29T05:01:06,87,1,TX0021907
CH0000579,CLI0671,App,Dúvida sobre produto,Média,Aberto,2026-02-27T03:08:54,,,,
CH0000580,CLI0984,Chat,Contestação de transação,Alta,Resolvido,2026-01-21T07:33:08,2026-01-22T01:33:08,18,2,TX0001893
CH0000581,CLI1071,Telefone,Reclamação de atendimento,Baixa,Resolvido,2025-11-30T02:03:43,2025-11-30T12:03:43,10,5,
CH0000582,CLI0465,App,Dúvida sobre produto,Baixa,Em Andamento,2025-10-01T23:36:46,,,,
CH0000583,CLI0444,App,Problema no aplicativo,Baixa,Resolvido,2026-01-19T18:40:53,2026-01-22T18:40:53,72,2,
CH0000584,CLI0459,Telefone,Dúvida sobre produto,Baixa,Cancelado,2025-12-07T21:36:14,,,,
CH0000585,CLI0836,Telefone,Dúvida sobre produto,Média,Aberto,2025-12-05T08:30:52,,,,
CH0000586,CLI1146,Agência,Elogio ao atendimento,Baixa,Resolvido,2025-12-22T22:43:13,2025-12-25T04:43:13,54,3,
CH0000587,CLI0839,App,Solicitação de cancelamento,Baixa,Resolvido,2025-09-05T06:36:05,2025-09-06T14:36:05,32,5,
CH0000588,CLI0376,Telefone,Dúvida sobre produto,Média,Resolvido,2026-02-07T16:48:00,2026-02-08T10:48:00,18,5,
CH0000589,CLI0938,Telefone,Problema no aplicativo,Baixa,Em Andamento,2026-01-11T14:39:14,,,,
CH0000590,CLI0775,Chat,Alteração cadastral,Baixa,Resolvido,2025-12-06T23:15:10,2025-12-07T05:15:10,6,3,
CH0000591,CLI0978,Chat,Problema no aplicativo,Baixa,Cancelado,2026-01-03T04:28:55,,,,
CH0000592,CLI0191,App,Dúvida sobre fatura,Baixa,Resolvido,2025-09-15T14:28:07,2025-09-17T06:28:07,40,5,
CH0000593,CLI0077,Chat,Dúvida sobre produto,Alta,Resolvido,2025-10-28T17:31:12,2025-10-31T12:31:12,67,3,
CH0000594,CLI0114,App,Elogio ao atendimento,Baixa,Em Andamento,2026-01-04T23:29:58,,,,
CH0000595,CLI1136,App,Elogio ao atendimento,Baixa,Em Andamento,2026-01-08T23:16:24,,,,
CH0000596,CLI0013,Telefone,Elogio ao atendimento,Média,Resolvido,2025-11-14T02:15:36,2025-11-15T03:15:36,25,5,
CH0000597,CLI0800,E-mail,Dúvida sobre fatura,Média,Em Andamento,2025-11-28T16:05:18,,,,
CH0000598,CLI0423,Agência,Problema no aplicativo,Baixa,Aberto,2025-12-30T00:36:26,,,,
CH0000599,CLI0266,Agência,Dúvida sobre fatura,Média,Resolvido,2025-09-12T18:08:45,2025-09-15T06:08:45,60,2,
CH0000600,CLI0531,Telefone,Problema no aplicativo,Média,Resolvido,2025-12-04T19:40:24,2025-12-05T17:40:24,22,5,
CH0000601,CLI1076,App,Reclamação de atendimento,Média,Resolvido,2026-01-23T08:24:20,2026-01-24T00:24:20,16,4,
CH0000602,CLI0929,Telefone,Elogio ao atendimento,Baixa,Resolvido,2025-09-07T14:07:27,2025-09-11T04:07:27,86,4,
CH0000603,CLI0648,App,Reclamação de atendimento,Baixa,Em Andamento,2025-10-22T07:39:48,,,,
CH0000604,CLI0178,Telefone,Dúvida sobre fatura,Alta,Em Andamento,2026-02-26T22:28:21,,,,
CH0000605,CLI0199,Chat,Solicitação de cancelamento,Alta,Resolvido,2026-01-22T02:09:30,2026-01-24T09:09:30,55,2,
CH0000606,CLI0299,Chat,Elogio ao atendimento,Baixa,Resolvido,2025-11-17T06:42:17,2025-11-20T08:42:17,74,4,
CH0000607,CLI1265,App,Problema no aplicativo,Baixa,Cancelado,2025-10-28T10:07:26,,,,
CH0000608,CLI0348,App,Solicitação de cancelamento,Alta,Resolvido,2025-11-05T13:29:58,2025-11-05T18:29:58,5,1,
CH0000609,CLI0749,App,Elogio ao atendimento,Média,Resolvido,2025-09-05T11:40:56,2025-09-06T00:40:56,13,1,
CH0000610,CLI0517,Chat,Elogio ao atendimento,Baixa,Resolvido,2025-10-23T13:50:05,2025-10-24T14:50:05,25,1,
CH0000611,CLI1062,App,Dúvida sobre produto,Baixa,Aberto,2025-12-27T00:33:45,,,,
CH0000612,CLI0700,App,Solicitação de cancelamento,Alta,Resolvido,2026-02-16T23:22:40,2026-02-18T11:22:40,36,4,
CH0000613,CLI0367,App,Contestação de transação,Baixa,Resolvido,2025-11-17T22:05:18,2025-11-21T11:05:18,85,4,TX0009184
CH0000614,CLI0117,Agência,Reclamação de atendimento,Média,Resolvido,2025-11-21T13:26:43,2025-11-23T21:26:43,56,4,
CH0000615,CLI0755,E-mail,Dúvida sobre produto,Baixa,Resolvido,2025-11-19T11:43:32,2025-11-19T20:43:32,9,1,
CH0000616,CLI0734,E-mail,Dúvida sobre produto,Baixa,Resolvido,2025-12-19T03:04:15,2025-12-21T02:04:15,47,1,
CH0000617,CLI0899,App,Problema no aplicativo,Baixa,Resolvido,2025-12-03T10:46:59,2025-12-04T04:46:59,18,4,
CH0000618,CLI0345,Telefone,Problema no aplicativo,Baixa,Resolvido,2025-11-23T01:20:25,2025-11-23T10:20:25,9,5,
CH0000619,CLI0056,E-mail,Reclamação de atendimento,Baixa,Resolvido,2026-02-12T15:29:20,2026-02-15T00:29:20,57,3,
CH0000620,CLI0561,Chat,Elogio ao atendimento,Média,Resolvido,2025-12-30T12:40:19,2026-01-03T12:40:19,96,1,
CH0000621,CLI1226,Agência,Elogio ao atendimento,Alta,Em Andamento,2026-02-05T20:36:05,,,,
CH0000622,CLI0922,Chat,Problema no aplicativo,Baixa,Em Andamento,2026-02-14T06:06:22,,,,
CH0000623,CLI0227,Chat,Reclamação de atendimento,Baixa,Resolvido,2025-10-23T04:30:00,2025-10-26T05:30:00,73,5,
CH0000624,CLI0737,App,Dúvida sobre produto,Baixa,Aberto,2025-12-02T11:08:16,,,,
CH0000625,CLI0836,Agência,Solicitação de cancelamento,Baixa,Em Andamento,2025-09-19T03:45:44,,,,
CH0000626,CLI0372,Agência,Dúvida sobre produto,Alta,Resolvido,2026-01-29T22:11:56,2026-01-30T21:11:56,23,1,
CH0000627,CLI0621,Telefone,Elogio ao atendimento,Baixa,Resolvido,2026-02-06T19:57:38,2026-02-10T19:57:38,96,1,
CH0000628,CLI0614,Telefone,Elogio ao atendimento,Baixa,Resolvido,2026-02-23T01:49:11,2026-02-23T19:49:11,18,2,
CH0000629,CLI0500,App,Problema no aplicativo,Baixa,Resolvido,2026-02-07T08:34:12,2026-02-10T05:34:12,69,1,
CH0000630,CLI0132,App,Solicitação de cancelamento,Baixa,Resolvido,2025-11-25T20:12:19,2025-11-28T10:12:19,62,2,
CH0000631,CLI0400,App,Problema no aplicativo,Baixa,Resolvido,2026-01-05T19:24:33,2026-01-08T21:24:33,74,3,
CH0000632,CLI0953,Chat,Contestação de transação,Média,Resolvido,2026-01-28T14:55:54,2026-01-29T19:55:54,29,2,TX0019576
CH0000633,CLI0976,App,Problema no aplicativo,Média,Resolvido,2025-09-26T06:29:01,2025-09-26T08:29:01,2,1,
CH0000634,CLI1285,Chat,Alteração cadastral,Alta,Aberto,2026-02-07T23:19:17,,,,
CH0000635,CLI0212,Chat,Alteração cadastral,Baixa,Resolvido,2026-01-05T19:20:53,2026-01-05T23:20:53,4,5,
CH0000636,CLI0359,Telefone,Problema no aplicativo,Baixa,Resolvido,2025-11-19T15:45:52,2025-11-21T22:45:52,55,2,
CH0000637,CLI0204,Chat,Dúvida sobre fatura,Média,Resolvido,2026-01-03T12:34:45,2026-01-07T08:34:45,92,3,
CH0000638,CLI0744,Chat,Problema no aplicativo,Baixa,Em Andamento,2025-11-12T09:05:41,,,,
CH0000639,CLI0282,Chat,Problema no aplicativo,Média,Resolvido,2026-02-20T00:59:56,2026-02-21T23:59:56,47,1,
CH0000640,CLI0317,Agência,Alteração cadastral,Baixa,Resolvido,2025-10-17T02:12:58,2025-10-20T10:12:58,80,3,
CH0000641,CLI0922,App,Contestação de transação,Baixa,Resolvido,2025-09-13T23:14:02,2025-09-17T22:14:02,95,3,TX0020992
CH0000642,CLI0095,App,Elogio ao atendimento,Média,Resolvido,2025-12-20T20:47:30,2025-12-20T23:47:30,3,2,
CH0000643,CLI0671,App,Solicitação de cancelamento,Baixa,Resolvido,2025-12-07T09:01:04,2025-12-08T18:01:04,33,5,
CH0000644,CLI0935,Chat,Alteração cadastral,Média,Em Andamento,2025-09-06T21:28:06,,,,
CH0000645,CLI0850,Chat,Problema no aplicativo,Alta,Aberto,2026-01-05T12:23:34,,,,
CH0000646,CLI0949,Telefone,Reclamação de atendimento,Baixa,Resolvido,2026-02-14T12:08:47,2026-02-17T21:08:47,81,2,
CH0000647,CLI0118,Chat,Problema no aplicativo,Baixa,Resolvido,2025-09-30T20:43:19,2025-10-04T15:43:19,91,5,
CH0000648,CLI1264,Agência,Alteração cadastral,Média,Resolvido,2026-01-20T09:03:47,2026-01-20T19:03:47,10,2,
CH0000649,CLI0302,Telefone,Elogio ao atendimento,Baixa,Cancelado,2025-11-19T20:45:53,,,,
CH0000650,CLI0409,Chat,Solicitação de cancelamento,Alta,Resolvido,2025-10-12T19:16:08,2025-10-14T18:16:08,47,4,
CH0000651,CLI0854,E-mail,Elogio ao atendimento,Baixa,Aberto,2025-11-12T22:40:31,,,,
CH0000652,CLI0227,App,Dúvida sobre produto,Baixa,Resolvido,2026-01-17T13:30:44,2026-01-18T23:30:44,34,5,
CH0000653,CLI0712,Chat,Elogio ao atendimento,Média,Aberto,2026-02-26T18:04:14,,,,
CH0000654,CLI0780,Agência,Reclamação de atendimento,Baixa,Resolvido,2025-12-02T10:20:24,2025-12-04T07:20:24,45,4,
CH0000655,CLI0129,Telefone,Solicitação de cancelamento,Alta,Resolvido,2025-11-26T19:15:53,2025-11-28T10:15:53,39,5,
CH0000656,CLI0438,Agência,Problema no aplicativo,Média,Resolvido,2026-02-04T14:47:34,2026-02-04T21:47:34,7,1,
CH0000657,CLI1238,Telefone,Reclamação de atendimento,Alta,Resolvido,2025-12-08T07:51:50,2025-12-10T00:51:50,41,1,
CH0000658,CLI0462,Chat,Elogio ao atendimento,Alta,Resolvido,2025-11-25T23:22:31,2025-11-28T18:22:31,67,1,
CH0000659,CLI0793,App,Contestação de transação,Baixa,Em Andamento,2026-02-18T19:40:04,,,,TX0011275
CH0000660,CLI0910,Chat,Contestação de transação,Alta,Resolvido,2026-02-03T08:48:57,2026-02-04T01:48:57,17,5,TX0017739
CH0000661,CLI0074,Chat,Contestação de transação,Média,Cancelado,2025-11-08T05:48:43,,,,TX0003961
CH0000662,CLI1207,Telefone,Elogio ao atendimento,Alta,Resolvido,2025-11-21T08:38:40,2025-11-22T11:38:40,27,2,
CH0000663,CLI1257,App,Dúvida sobre produto,Baixa,Cancelado,2026-02-23T07:04:34,,,,
CH0000664,CLI0354,Chat,Alteração cadastral,Média,Em Andamento,2025-10-26T11:51:58,,,,
CH0000665,CLI0787,App,Reclamação de atendimento,Baixa,Resolvido,2026-02-16T04:04:08,2026-02-16T16:04:08,12,4,
CH0000666,CLI0872,E-mail,Solicitação de cancelamento,Baixa,Resolvido,2025-10-10T14:04:00,2025-10-13T20:04:00,78,2,
CH0000667,CLI0803,E-mail,Contestação de transação,Baixa,Resolvido,2026-01-09T04:44:46,2026-01-10T06:44:46,26,2,TX0001973
CH0000668,CLI0172,Telefone,Solicitação de cancelamento,Baixa,Resolvido,2025-09-25T00:15:31,2025-09-27T13:15:31,61,5,
CH0000669,CLI0225,App,Problema no aplicativo,Alta,Resolvido,2026-01-25T11:08:04,2026-01-27T11:08:04,48,1,
CH0000670,CLI0521,Chat,Elogio ao atendimento,Baixa,Resolvido,2025-11-21T23:49:11,2025-11-22T02:49:11,3,1,
CH0000671,CLI0427,Chat,Dúvida sobre produto,Baixa,Cancelado,2026-02-01T12:29:39,,,,
CH0000672,CLI1046,Chat,Dúvida sobre fatura,Baixa,Resolvido,2026-02-12T20:30:13,2026-02-13T09:30:13,13,1,
CH0000673,CLI0147,Chat,Elogio ao atendimento,Média,Aberto,2025-11-04T15:44:53,,,,
CH0000674,CLI1208,App,Problema no aplicativo,Baixa,Resolvido,2025-11-04T15:59:07,2025-11-05T14:59:07,23,1,
CH0000675,CLI1141,Chat,Contestação de transação,Média,Resolvido,2026-02-21T04:40:44,2026-02-25T00:40:44,92,4,TX0001383
CH0000676,CLI1274,App,Dúvida sobre produto,Alta,Resolvido,2025-11-28T07:00:21,2025-11-28T21:00:21,14,2,
CH0000677,CLI0811,Chat,Alteração cadastral,Média,Aberto,2025-11-13T12:39:40,,,,
CH0000678,CLI0187,Chat,Contestação de transação,Média,Resolvido,2025-09-14T21:36:52,2025-09-17T18:36:52,69,5,TX0018998
CH0000679,CLI0497,App,Reclamação de atendimento,Baixa,Aberto,2026-02-07T12:42:01,,,,
CH0000680,CLI0615,Chat,Dúvida sobre produto,Média,Resolvido,2026-02-13T13:17:38,2026-02-13T20:17:38,7,1,
CH0000681,CLI0700,Telefone,Problema no aplicativo,Média,Resolvido,2025-09-15T18:40:45,2025-09-17T09:40:45,39,4,
CH0000682,CLI1144,Telefone,Reclamação de atendimento,Baixa,Aberto,2025-11-09T02:47:57,,,,
CH0000683,CLI1249,App,Dúvida sobre produto,Alta,Resolvido,2025-11-28T20:13:59,2025-12-02T12:13:59,88,4,
CH0000684,CLI0953,Agência,Solicitação de cancelamento,Baixa,Resolvido,2026-01-30T17:16:03,2026-02-03T05:16:03,84,5,
CH0000685,CLI1022,Chat,Reclamação de atendimento,Alta,Resolvido,2025-11-16T09:13:15,2025-11-20T04:13:15,91,5,
CH0000686,CLI0456,App,Reclamação de atendimento,Baixa,Em Andamento,2025-12-25T11:54:14,,,,
CH0000687,CLI0584,Chat,Elogio ao atendimento,Baixa,Resolvido,2025-09-04T06:02:25,2025-09-08T05:02:25,95,5,
CH0000688,CLI0657,E-mail,Problema no aplicativo,Baixa,Resolvido,2026-01-11T11:10:58,2026-01-12T19:10:58,32,2,
CH0000689,CLI0952,E-mail,Solicitação de cancelamento,Baixa,Em Andamento,2025-12-21T18:44:34,,,,
CH0000690,CLI0720,Telefone,Elogio ao atendimento,Média,Resolvido,2026-01-10T10:16:05,2026-01-12T17:16:05,55,1,
CH0000691,CLI1275,App,Problema no aplicativo,Baixa,Resolvido,2025-11-26T04:47:43,2025-11-28T07:47:43,51,3,
CH0000692,CLI0178,Agência,Contestação de transação,Média,Aberto,2025-11-07T01:43:33,,,,TX0010145
CH0000693,CLI1217,App,Alteração cadastral,Baixa,Resolvido,2025-09-12T02:36:15,2025-09-12T08:36:15,6,1,
CH0000694,CLI0986,App,Dúvida sobre produto,Média,Resolvido,2025-12-04T16:16:48,2025-12-07T07:16:48,63,5,
CH0000695,CLI0967,Chat,Dúvida sobre produto,Média,Resolvido,2025-11-22T19:22:18,2025-11-23T02:22:18,7,1,
CH0000696,CLI0007,Agência,Elogio ao atendimento,Baixa,Resolvido,2026-01-17T09:36:15,2026-01-18T09:36:15,24,1,
CH0000697,CLI1155,Chat,Contestação de transação,Baixa,Resolvido,2025-11-02T14:17:49,2025-11-05T06:17:49,64,4,TX0010293
CH0000698,CLI0604,App,Dúvida sobre fatura,Alta,Resolvido,2025-09-14T17:25:55,2025-09-17T03:25:55,58,1,
CH0000699,CLI0889,Chat,Problema no aplicativo,Baixa,Aberto,2026-01-18T01:49:03,,,,
CH0000700,CLI0935,Telefone,Reclamação de atendimento,Baixa,Em Andamento,2025-11-13T09:48:31,,,,
CH0000701,CLI1048,Chat,Problema no aplicativo,Baixa,Em Andamento,2026-02-11T05:30:18,,,,
CH0000702,CLI0599,App,Solicitação de cancelamento,Média,Resolvido,2026-02-05T07:55:58,2026-02-07T23:55:58,64,4,
CH0000703,CLI0129,App,Contestação de transação,Baixa,Cancelado,2026-01-12T18:55:19,,,,TX0011051
CH0000704,CLI0297,Chat,Reclamação de atendimento,Baixa,Resolvido,2026-02-22T21:02:36,2026-02-25T21:02:36,72,2,
CH0000705,CLI0499,Chat,Elogio ao atendimento,Baixa,Aberto,2026-02-28T08:01:47,,,,
CH0000706,CLI0732,App,Alteração cadastral,Baixa,Resolvido,2025-11-28T19:43:12,2025-11-30T11:43:12,40,2,
CH0000707,CLI0359,App,Reclamação de atendimento,Baixa,Em Andamento,2025-10-19T14:39:18,,,,
CH0000708,CLI1265,Agência,Solicitação de cancelamento,Baixa,Aberto,2026-02-12T07:27:14,,,,
CH0000709,CLI1028,Chat,Reclamação de atendimento,Baixa,Resolvido,2026-01-06T10:58:03,2026-01-08T08:58:03,46,4,
