cliente_id,produto_id,vezes,valorTotal,ultimoUso
CLI0280,PR08,1,750.62,2025-12-15
CLI0281,PR03,5,2126.28,2025-08-05
CLI0281,PR07,12,3216.13,2025-01-10
CLI0282,PR02,6,3708.57,2025-09-23
CLI0282,PR04,3,638.3,2025-09-30
CLI0282,PR08,2,365.22,2025-07-17
CLI0283,PR04,1,123.12,2025-06-11
CLI0284,PR03,2,244.04,2026-01-29
CLI0284,PR07,8,5392.71,2025-12-11
CLI0285,PR01,10,1992.0,2026-01-14
CLI0285,PR04,1,482.09,2026-01-06
CLI0285,PR10,4,599.59,2025-09-16
CLI0286,PR04,3,631.38,2025-01-22
CLI0287,PR06,3,2023.22,2025-11-02
CLI0287,PR08,1,561.79,2025-04-06
CLI0288,PR03,3,2028.01,2025-04-16
CLI0288,PR07,5,2312.56,2026-02-13
CLI0289,PR02,4,2064.71,2025-01-16
CLI0289,PR04,10,8574.93,2025-06-14
CLI0290,PR01,8,5539.34,2025-09-01
CLI0290,PR05,5,2972.45,2025-01-30
CLI0291,PR01,9,5822.35,2025-03-29
CLI0291,PR08,5,2211.49,2025-05-27
CLI0292,PR01,7,4998.59,2025-07-28
CLI0292,PR02,3,715.4,2025-03-25
CLI0292,PR06,3,1456.32,2025-11-15
CLI0292,PR10,10,2161.47,2025-12-27
CLI0293,PR02,10,4677.21,2025-12-31
CLI0294,PR04,2,1096.79,2025-07-25
CLI0294,PR05,5,561.07,2025-12-03
CLI0295,PR01,5,529.55,2025-09-28
CLI0295,PR05,11,3234.09,2025-07-25
CLI0295,PR10,11,2772.45,2025-01-26
CLI0296,PR08,3,2071.34,2025-05-12
CLI0297,PR02,1,656.33,2025-01-16
CLI0297,PR03,12,9525.27,2025-12-04
CLI0297,PR06,12,5045.33,2025-07-16
CLI0297,PR09,9,6976.68,2025-06-26
CLI0298,PR03,4,1224.46,2025-06-01
CLI0298,PR04,7,5402.19,2025-08-21
CLI0298,PR08,12,7465.18,2026-01-29
CLI0299,PR06,7,3389.97,2025-08-09
CLI0299,PR10,8,4553.8,2025-04-18
CLI0300,PR08,12,5055.48,2026-01-09
CLI0301,PR04,1,96.94,2025-04-24
CLI0301,PR08,5,2768.47,2025-10-29
CLI0301,PR09,8,4672.41,2026-01-04
CLI0301,PR10,9,4256.27,2025-03-21
CLI0302,PR01,12,5821.99,2025-05-05
CLI0302,PR05,3,2181.4,2025-07-02
CLI0303,PR09,7,2524.85,2025-01-13
CLI0304,PR09,9,3796.92,2025-01-28
CLI0304,PR10,3,276.32,2025-07-07
CLI0305,PR02,4,1786.94,2025-01-12
CLI0305,PR06,11,6085.04,2025-08-06
CLI0306,PR01,4,1430.43,2025-01-12
CLI0306,PR08,11,7667.89,2025-03-16
CLI0306,PR09,8,2052.38,2025-01-11
CLI0306,PR10,12,6805.37,2025-07-13
CLI0307,PR01,3,1155.94,2025-01-03
CLI0307,PR05,7,6169.47,2025-10-31
CLI0307,PR06,1,479.38,2025-03-22
CLI0308,PR01,12,5859.78,2025-06-30
CLI0308,PR03,9,7093.96,2025-01-30
CLI0308,PR04,6,1790.19,2025-12-01
CLI0309,PR07,2,563.8,2025-10-07
CLI0310,PR01,11,2123.33,2026-01-13
CLI0310,PR05,9,5700.49,2025-08-03
CLI0311,PR01,9,6945.48,2025-06-16
CLI0311,PR04,9,3600.86,2025-03-17
CLI0311,PR09,11,9392.55,2025-03-11
CLI0312,PR02,8,5527.19,2025-09-10
CLI0312,PR03,3,2356.52,2025-07-14
CLI0312,PR09,4,3371.54,2026-02-12
CLI0313,PR01,12,6304.92,2025-04-23
CLI0313,PR05,8,2017.83,2025-06-23
CLI0314,PR05,4,1388.89,2025-08-10
CLI0314,PR07,4,400.53,2025-04-12
CLI0315,PR05,6,2460.45,2025-01-26
CLI0316,PR05,4,3428.87,2025-02-17
CLI0317,PR03,2,577.17,2025-08-20
CLI0317,PR08,1,703.53,2025-10-28
CLI0317,PR09,5,3585.49,2025-07-06
CLI0318,PR03,4,601.84,2025-10-09
CLI0318,PR04,8,2844.07,2026-02-16
CLI0318,PR06,10,8102.21,2025-07-12
CLI0318,PR10,12,7950.92,2026-02-01
CLI0319,PR02,12,8255.68,2025-03-06
CLI0319,PR10,11,9628.39,2025-08-24
CLI0320,PR02,6,3404.09,2025-05-27
CLI0320,PR09,7,3660.33,2025-07-26
CLI0321,PR02,9,2455.5,2025-04-15
CLI0322,PR07,9,2081.63,2025-03-18
CLI0323,PR01,5,3339.59,2026-01-17
CLI0323,PR10,7,2305.49,2025-10-14
CLI0324,PR08,4,3515.94,2026-02-21
CLI0324,PR10,4,1127.6,2025-10-20
CLI0325,PR02,5,3608.9,2025-03-12
CLI0325,PR09,3,558.39,2026-01-27
CLI0326,PR06,11,5587.17,2025-12-23
CLI0326,PR08,3,1502.0,2025-03-24
CLI0327,PR10,9,4216.67,2026-01-06
CLI0328,PR03,6,4209.66,2025-05-10
CLI0328,PR05,3,1429.14,2025-08-22
CLI0328,PR07,12,6313.76,2025-03-09
CLI0328,PR10,3,915.68,2026-02-16
CLI0329,PR06,12,9787.83,2025-12-26
CLI0329,PR08,5,2017.46,2025-01-05
CLI0330,PR02,2,621.07,2026-01-27
CLI0330,PR06,10,1454.05,2026-02-09
CLI0331,PR06,10,5159.09,2025-04-23
CLI0331,PR08,12,8666.56,2025-10-12
CLI0332,PR08,2,435.04,2025-02-07
CLI0333,PR07,3,668.64,2025-10-31
CLI0333,PR08,10,877.96,2025-04-27
CLI0333,PR10,5,1060.2,2025-07-04
CLI0334,PR01,9,5899.32,2025-10-31
CLI0334,PR02,10,6476.79,2026-01-02
CLI0334,PR03,6,2274.78,2025-10-08
CLI0335,PR04,12,10558.38,2026-01-01
CLI0335,PR08,6,3269.11,2026-02-11
CLI0335,PR09,3,1082.96,2025-11-19
CLI0336,PR06,8,5990.28,2026-02-14
CLI0336,PR07,8,6356.66,2025-12-21
CLI0336,PR10,9,6266.32,2025-07-30
CLI0337,PR05,10,4990.98,2025-07-20
CLI0338,PR01,6,5387.58,2025-08-03
CLI0339,PR10,6,2034.65,2026-01-25
CLI0340,PR02,6,2237.39,2025-05-03
CLI0340,PR03,9,4175.95,2025-02-10
CLI0340,PR06,5,4317.19,2025-07-04
CLI0341,PR02,2,1685.94,2025-09-11
CLI0341,PR03,12,2447.3,2025-07-11
CLI0341,PR10,10,7214.66,2026-02-04
CLI0342,PR02,9,7592.9,2025-05-03
CLI0342,PR09,2,836.2,2025-03-20
CLI0343,PR01,5,1357.0,2025-02-27
CLI0343,PR05,2,1799.79,2025-10-28
CLI0344,PR02,6,1408.31,2025-10-14
CLI0345,PR01,10,7972.18,2025-04-19
CLI0345,PR06,2,1670.87,2025-03-22
CLI0345,PR09,4,1863.22,2025-01-15
CLI0346,PR01,1,695.59,2025-02-14
CLI0346,PR03,11,3323.34,2026-01-04
CLI0346,PR09,8,3576.84,2025-07-18
CLI0347,PR04,6,3997.77,2025-02-04
CLI0347,PR07,4,2743.07,2026-02-18
CLI0348,PR02,5,4208.97,2025-01-05
CLI0348,PR09,3,969.33,2025-09-16
CLI0349,PR06,7,1682.68,2025-01-03
CLI0350,PR02,9,2939.24,2025-11-09
CLI0350,PR04,11,8346.67,2025-03-06
CLI0350,PR05,1,831.08,2025-09-24
CLI0351,PR01,6,4598.67,2025-01-13
CLI0351,PR05,7,1178.95,2025-02-25
CLI0351,PR08,1,395.89,2025-09-14
CLI0352,PR03,9,3708.43,2026-02-27
CLI0352,PR07,5,4301.86,2025-02-07
CLI0353,PR01,12,4491.95,2025-09-25
CLI0353,PR03,12,2954.37,2025-06-23
CLI0353,PR05,9,4245.84,2025-07-01
CLI0354,PR03,2,833.28,2025-01-17
CLI0354,PR06,10,7992.07,2025-11-19
CLI0354,PR07,2,1560.35,2025-09-06
CLI0355,PR02,10,5461.67,2026-02-27
CLI0355,PR03,6,3165.82,2025-07-29
CLI0356,PR01,6,3565.4,2025-08-26
CLI0356,PR02,5,2728.36,2025-05-04
CLI0356,PR06,3,382.25,2025-09-15
CLI0356,PR08,9,5709.13,2025-08-14
CLI0357,PR02,2,1105.86,2025-12-12
CLI0357,PR03,8,6848.4,2026-02-06
CLI0358,PR07,7,3646.97,2025-01-29
CLI0359,PR01,8,5668.56,2025-01-15
CLI0359,PR05,4,1073.71,2025-04-15
CLI0360,PR01,7,777.36,2025-05-17
CLI0360,PR03,9,4472.16,2025-05-09
CLI0360,PR06,6,4836.96,2025-08-01
CLI0361,PR04,10,5131.5,2025-05-13
CLI0361,PR05,9,7865.93,2025-01-01
CLI0361,PR08,5,3304.48,2025-12-09
CLI0362,PR03,6,2898.38,2025-10-07
CLI0363,PR01,5,2083.4,2025-02-10
CLI0363,PR04,11,7085.86,2025-03-17
CLI0364,PR01,8,3248.04,2025-04-07
CLI0364,PR05,8,3201.03,2025-10-08
CLI0364,PR08,5,3947.24,2025-08-16
CLI0365,PR03,5,1536.79,2025-04-28
CLI0365,PR06,2,357.2,2025-01-24
CLI0365,PR08,9,2559.07,2025-09-04
CLI0366,PR01,8,5602.43,2025-11-05
CLI0366,PR06,11,9330.0,2025-08-07
CLI0367,PR02,4,1606.75,2025-06-29
CLI0367,PR08,1,240.61,2025-05-02
CLI0368,PR03,4,495.15,2026-02-09
CLI0369,PR01,6,3163.01,2025-12-02
CLI0370,PR01,8,3809.71,2025-05-17
CLI0370,PR06,5,4040.45,2025-09-19
CLI0370,PR07,1,459.75,2025-10-23
CLI0371,PR02,9,5412.64,2025-02-01
CLI0372,PR01,12,6847.82,2025-01-30
CLI0372,PR05,4,1786.57,2025-09-05
CLI0372,PR10,9,7659.77,2025-08-20
CLI0373,PR04,6,4763.07,2025-10-23
CLI0373,PR06,3,781.68,2025-12-12
CLI0373,PR08,12,5463.75,2025-04-15
CLI0374,PR07,3,1061.82,2025-04-24
CLI0374,PR10,2,229.69,2025-06-25
CLI0375,PR01,5,1274.71,2025-04-09
CLI0375,PR02,1,716.26,2025-07-31
CLI0376,PR06,10,5523.06,2026-02-13
CLI0376,PR07,6,4945.6,2025-03-11
CLI0376,PR09,6,767.07,2025-10-25
CLI0377,PR03,8,6117.31,2025-06-10
CLI0377,PR10,4,3586.79,2025-03-16
CLI0378,PR07,7,5374.68,2025-12-15
CLI0379,PR01,12,3391.46,2025-11-07
CLI0379,PR03,2,1299.32,2025-06-26
CLI0379,PR05,10,7273.99,2026-01-05
CLI0380,PR03,11,9133.04,2025-03-08
CLI0380,PR08,3,2123.04,2026-01-14
CLI0381,PR04,5,560.49,2025-12-27
CLI0382,PR08,5,1295.71,2025-02-07
CLI0382,PR09,7,1850.5,2025-06-04
CLI0382,PR10,11,2791.07,2025-10-23
CLI0383,PR06,4,1039.54,2026-02-12
CLI0384,PR01,2,881.2,2025-06-20
CLI0384,PR02,10,8638.72,2025-09-17
CLI0384,PR10,9,2820.88,2025-05-20
CLI0385,PR02,1,899.19,2025-07-17
CLI0385,PR03,10,8659.11,2025-11-21
CLI0385,PR09,10,2005.83,2026-01-20
CLI0386,PR04,11,8902.32,2025-04-18
CLI0386,PR10,1,422.51,2025-01-20
CLI0387,PR03,6,1431.18,2025-08-13
CLI0387,PR04,10,6090.46,2025-08-23
CLI0388,PR02,9,5019.77,2025-10-15
CLI0389,PR03,10,2985.88,2025-07-12
CLI0389,PR04,4,1115.34,2025-03-03
CLI0389,PR08,6,3173.74,2025-09-28
CLI0390,PR01,7,1562.57,2026-02-13
CLI0390,PR05,4,1639.78,2025-09-22
CLI0390,PR09,5,2929.93,2025-03-03
CLI0391,PR02,6,3469.49,2025-03-25
CLI0391,PR08,5,2975.84,2025-06-17
CLI0392,PR02,9,4164.44,2025-06-17
CLI0392,PR03,10,7858.75,2025-02-03
CLI0392,PR08,8,6040.41,2025-11-19
CLI0393,PR01,10,2277.39,2025-06-22
CLI0393,PR08,10,2299.12,2025-07-24
CLI0394,PR02,3,1795.22,2026-01-26
CLI0394,PR05,3,361.34,2025-10-04
CLI0394,PR08,11,6393.44,2025-12-28
CLI0395,PR03,3,1053.55,2026-01-24
CLI0396,PR02,4,3483.74,2025-06-15
CLI0397,PR09,6,3212.82,2025-06-09
CLI0398,PR01,12,10575.36,2026-02-28
CLI0398,PR05,4,834.84,2026-02-16
CLI0398,PR09,1,856.65,2025-12-10
CLI0399,PR01,6,4638.62,2025-06-27
CLI0399,PR03,8,3606.36,2025-08-28
CLI0399,PR07,2,284.14,2025-02-17
CLI0400,PR02,10,8481.04,2025-11-11
CLI0400,PR04,8,3471.99,2026-02-13
CLI0401,PR02,7,649.1,2025-11-24
CLI0401,PR06,2,1564.62,2025-03-07
CLI0401,PR08,2,1377.15,2025-08-11
CLI0402,PR02,7,3723.27,2025-07-19
CLI0402,PR06,3,1110.01,2025-04-05
CLI0403,PR01,10,3049.32,2025-08-26
CLI0403,PR09,7,2898.81,2025-01-11
CLI0403,PR10,9,7187.9,2026-01-03
CLI0404,PR04,9,8050.81,2025-04-27
CLI0404,PR07,10,1937.33,2025-01-05
CLI0404,PR08,3,659.51,2025-03-01
CLI0405,PR02,11,9549.51,2025-08-27
CLI0405,PR03,10,3174.41,2025-12-11
CLI0405,PR05,11,2626.0,2025-04-21
CLI0405,PR10,7,1306.02,2025-04-12
CLI0406,PR03,3,1328.27,2025-10-14
CLI0407,PR03,1,685.77,2025-08-30
CLI0407,PR07,5,3424.36,2025-01-06
CLI0408,PR01,7,958.64,2025-08-12
CLI0408,PR05,7,4199.97,2025-02-09
CLI0409,PR04,11,5414.71,2025-10-30
CLI0409,PR06,3,835.44,2025-06-25
CLI0410,PR03,9,4858.99,2026-03-01
CLI0410,PR07,2,1004.26,2025-06-26
CLI0410,PR10,2,780.24,2026-02-18
CLI0411,PR02,7,2082.43,2025-12-11
CLI0411,PR06,12,10157.89,2025-06-13
CLI0412,PR09,3,2128.43,2025-01-19
CLI0413,PR01,4,3450.76,2025-05-16
CLI0413,PR05,5,1470.1,2026-01-13
CLI0414,PR06,9,3791.38,2026-02-12
CLI0414,PR08,3,292.08,2025-03-30
CLI0415,PR01,4,1503.65,2025-07-09
CLI0416,PR05,4,1560.48,2025-06-05
CLI0416,PR08,3,989.16,2025-11-26
CLI0416,PR09,1,699.7,2025-02-23
CLI0417,PR01,9,4328.14,2025-08-15
CLI0418,PR05,2,1094.32,2025-08-04
CLI0419,PR06,12,2848.53,2025-05-15
CLI0419,PR08,8,5645.8,2025-07-20
CLI0420,PR02,12,3483.14,2025-03-01
CLI0420,PR07,9,1248.75,2025-01-18
CLI0421,PR02,8,3943.08,2025-05-19
CLI0421,PR05,12,2383.09,2025-02-25
CLI0421,PR08,9,3155.87,2025-04-05
CLI0422,PR03,8,6688.27,2025-03-25
CLI0423,PR01,11,6700.16,2026-01-17
CLI0424,PR01,1,451.18,2025-07-08
CLI0424,PR06,9,4491.08,2025-07-27
CLI0425,PR03,7,5552.73,2025-03-11
CLI0425,PR04,4,2903.91,2025-02-12
CLI0426,PR01,4,1953.58,2025-06-02
CLI0426,PR10,10,5797.13,2025-12-02
CLI0427,PR01,11,6941.88,2025-04-22
CLI0427,PR05,12,8770.23,2025-12-02
CLI0428,PR02,3,472.66,2026-02-09
CLI0428,PR08,4,541.73,2025-11-08
CLI0428,PR09,3,468.8,2025-08-24
CLI0429,PR08,7,4570.3,2026-01-20
CLI0430,PR02,1,794.81,2025-03-08
CLI0430,PR04,6,4550.7,2025-07-27
CLI0430,PR06,3,407.5,2025-07-06
CLI0430,PR08,9,3005.57,2025-10-03
CLI0431,PR04,7,3776.05,2025-12-23
CLI0431,PR10,1,339.98,2025-11-25
CLI0432,PR02,3,374.91,2025-04-27
CLI0432,PR06,3,2169.94,2025-01-08
CLI0433,PR03,12,9741.65,2025-12-05
CLI0433,PR04,9,2424.81,2025-01-24
CLI0434,PR05,12,987.92,2025-11-08
CLI0434,PR09,5,1680.16,2025-04-17
CLI0435,PR03,11,7585.25,2025-01-13
CLI0435,PR04,9,3072.92,2025-05-18
CLI0435,PR08,9,7698.83,2025-04-15
CLI0435,PR09,5,2223.47,2025-03-28
CLI0436,PR03,1,401.73,2025-09-03
CLI0436,PR10,12,3788.43,2025-07-07
CLI0437,PR02,2,1200.76,2025-01-05
CLI0437,PR09,9,7566.57,2026-01-19
CLI0438,PR03,12,1038.27,2025-01-04
CLI0438,PR07,10,8439.76,2025-08-15
CLI0439,PR05,10,7911.07,2025-10-27
CLI0440,PR04,10,3474.36,2025-01-25
CLI0441,PR01,4,3447.96,2025-08-13
CLI0441,PR02,1,397.76,2025-09-05
CLI0442,PR02,5,3966.52,2025-10-17
CLI0442,PR05,9,6304.47,2025-07-05
CLI0443,PR09,5,3346.63,2025-02-22
CLI0444,PR06,6,4654.06,2025-11-05
CLI0445,PR01,11,7990.53,2026-02-17
CLI0445,PR02,11,8479.01,2025-12-31
CLI0445,PR10,4,1777.41,2025-08-13
CLI0446,PR09,5,1885.11,2025-04-22
CLI0446,PR10,8,927.97,2025-07-25
CLI0447,PR02,8,5271.18,2025-04-17
CLI0447,PR03,10,2452.04,2025-08-04
CLI0448,PR01,6,3314.41,2025-12-13
CLI0448,PR07,2,991.69,2025-04-19
CLI0449,PR01,1,549.44,2025-01-18
CLI0450,PR01,4,3264.14,2025-01-26
CLI0450,PR02,8,3011.89,2025-07-22
CLI0450,PR08,11,2095.97,2025-01-11
CLI0451,PR04,12,4258.04,2025-08-04
CLI0451,PR09,12,6315.72,2025-04-03
CLI0452,PR01,7,5520.13,2025-04-29
CLI0452,PR08,4,2195.3,2025-12-24
CLI0452,PR09,1,426.97,2025-05-06
CLI0453,PR01,5,611.83,2025-06-08
CLI0453,PR03,9,4561.42,2025-12-12
CLI0453,PR08,11,6838.15,2025-11-05
CLI0454,PR08,11,1704.27,2026-02-04
CLI0454,PR09,9,6523.94,2025-01-07
CLI0455,PR02,6,4935.55,2025-12-09
CLI0455,PR04,9,1580.35,2025-04-08
CLI0456,PR05,7,4765.45,2025-03-06
CLI0456,PR06,6,3063.06,2025-04-06
CLI0457,PR02,7,6017.93,2025-07-16
CLI0457,PR03,5,3138.19,2025-03-01
CLI0457,PR10,1,697.21,2026-02-01
CLI0458,PR08,1,845.09,2025-05-18
CLI0459,PR02,2,1596.14,2025-03-25
CLI0459,PR08,9,2992.29,2025-11-29
CLI0459,PR09,11,6737.89,2025-12-19
CLI0460,PR03,8,2586.53,2026-02-06
CLI0460,PR07,4,3184.28,2025-04-14
CLI0460,PR08,4,769.87,2025-07-13
CLI0461,PR03,4,2770.93,2025-06-20
CLI0461,PR07,4,724.55,2025-07-23
CLI0462,PR04,1,479.4,2025-05-27
CLI0463,PR01,3,1568.65,2025-12-11
CLI0463,PR02,4,3450.79,2025-02-16
CLI0463,PR04,4,1933.93,2025-02-07
CLI0464,PR04,5,1386.69,2025-05-18
CLI0464,PR05,11,9467.83,2025-04-16
CLI0464,PR08,9,4482.5,2025-01-16
CLI0465,PR01,8,6455.1,2025-04-15
CLI0466,PR07,8,5471.96,2026-01-11
CLI0466,PR10,9,4137.13,2025-09-28
CLI0467,PR03,5,2593.39,2025-04-01
CLI0467,PR08,11,3477.19,2025-06-15
CLI0468,PR07,11,8288.36,2025-05-22
CLI0468,PR08,2,982.05,2025-09-04
CLI0468,PR09,9,5824.09,2025-12-05
CLI0469,PR02,1,868.7,2025-09-21
CLI0469,PR08,3,779.99,2025-05-20
CLI0470,PR03,10,7483.59,2025-07-27
CLI0470,PR07,2,537.96,2025-08-22
CLI0470,PR10,9,3496.97,2026-01-12
CLI0471,PR02,11,7820.65,2025-09-28
CLI0471,PR03,5,3040.19,2025-06-06
CLI0471,PR08,8,5358.36,2025-09-27
CLI0472,PR03,8,3707.16,2025-02-12
CLI0473,PR06,11,9849.35,2025-10-24
CLI0474,PR03,6,3679.72,2025-02-24
CLI0474,PR04,7,2306.09,2025-04-10
CLI0475,PR07,4,2524.1,2025-03-25
CLI0475,PR10,9,2829.62,2025-03-25
CLI0476,PR02,12,4120.91,2025-07-09
CLI0476,PR06,9,6571.12,2025-04-11
CLI0477,PR01,7,2529.11,2025-01-06
CLI0477,PR02,3,2553.09,2026-01-31
CLI0477,PR03,11,2458.39,2025-07-03
CLI0477,PR04,3,1913.17,2026-02-11
CLI0478,PR02,11,6620.09,2025-06-15
CLI0478,PR08,10,7533.09,2025-10-22
CLI0478,PR10,8,4861.89,2025-06-16
CLI0479,PR03,5,960.13,2025-11-20
CLI0479,PR07,10,1910.13,2025-02-27
CLI0479,PR10,12,7279.56,2025-02-16
CLI0480,PR03,1,864.74,2025-10-25
CLI0480,PR10,8,5869.71,2025-05-12
CLI0481,PR01,6,3054.34,2025-05-13
CLI0481,PR04,11,8977.43,2025-09-16
CLI0481,PR09,1,637.33,2025-12-19
CLI0482,PR01,3,1008.35,2025-11-08
CLI0482,PR08,4,2380.75,2025-09-11
CLI0483,PR06,7,4949.97,2025-09-30
CLI0483,PR10,10,6296.45,2025-03-22
CLI0484,PR08,10,5662.19,2025-02-26
CLI0484,PR09,8,1841.54,2025-05-30
CLI0485,PR04,11,5619.71,2025-01-13
CLI0485,PR06,1,860.34,2025-08-19
CLI0486,PR04,11,7748.1,2025-05-14
CLI0486,PR10,5,2781.44,2025-04-07
CLI0487,PR05,9,1565.07,2025-03-30
CLI0487,PR06,1,395.11,2025-05-15
CLI0488,PR03,6,1608.57,2025-09-13
CLI0488,PR04,7,2008.41,2025-02-25
CLI0489,PR03,11,1181.55,2025-09-22
CLI0490,PR05,2,258.46,2025-08-04
CLI0491,PR01,12,4519.21,2026-02-05
CLI0491,PR05,4,1288.24,2025-11-26
CLI0491,PR10,8,6853.68,2026-01-09
CLI0492,PR06,3,2602.66,2025-12-09
CLI0492,PR09,11,2819.48,2025-12-09
CLI0493,PR01,7,5097.53,2026-02-18
CLI0493,PR05,7,991.29,2025-02-16
CLI0494,PR10,12,3459.71,2025-01-24
CLI0495,PR01,3,2388.05,2025-02-18
CLI0495,PR07,3,1914.23,2025-12-19
CLI0496,PR02,9,5177.37,2025-07-11
CLI0496,PR06,8,2784.34,2026-01-12
CLI0496,PR08,7,3895.43,2025-06-25
CLI0497,PR02,9,3363.11,2025-12-14
CLI0497,PR03,12,1449.14,2025-08-11
CLI0497,PR06,2,989.1,2025-01-19
CLI0498,PR02,11,2712.75,2025-11-19
CLI0498,PR09,7,2335.73,2025-07-11
CLI0498,PR10,8,3449.66,2025-12-17
CLI0499,PR07,9,836.36,2026-02-09
CLI0500,PR01,8,2647.04,2025-03-06
CLI0500,PR05,5,4139.34,2025-10-27
CLI0501,PR07,1,702.99,2025-10-30
CLI0502,PR06,6,1802.18,2025-08-03
CLI0502,PR07,3,276.56,2025-07-06
CLI0502,PR10,9,6369.71,2025-12-16
CLI0503,PR05,10,1277.34,2025-01-15
CLI0503,PR07,5,2196.37,2025-02-20
CLI0504,PR05,6,1506.26,2025-05-22
CLI0504,PR07,9,4080.75,2025-04-11
CLI0504,PR10,6,2791.69,2025-06-06
CLI0505,PR09,1,352.86,2026-01-04
CLI0506,PR01,8,1086.63,2025-11-01
CLI0506,PR09,3,2131.02,2025-04-21
CLI0507,PR04,12,9350.42,2025-07-02
CLI0507,PR10,11,9646.0,2025-04-04
CLI0508,PR02,11,3275.2,2025-11-06
CLI0508,PR06,6,1657.18,2025-03-07
CLI0509,PR03,8,885.35,2025-12-28
CLI0509,PR04,7,743.18,2025-07-06
CLI0509,PR07,2,635.04,2025-03-06
CLI0509,PR10,6,3383.64,2025-09-10
CLI0510,PR06,6,2302.28,2025-02-12
CLI0510,PR09,8,6245.14,2026-01-15
CLI0511,PR03,1,268.31,2025-02-01
CLI0511,PR10,1,603.82,2025-08-04
CLI0512,PR10,3,1845.73,2025-11-16
CLI0513,PR01,1,238.97,2025-07-11
CLI0513,PR05,2,1359.31,2025-07-09
CLI0514,PR02,9,4344.28,2025-11-19
CLI0514,PR03,2,1467.77,2026-01-12
CLI0515,PR02,10,5916.45,2025-02-26
CLI0515,PR04,11,2799.82,2026-01-08
CLI0515,PR07,11,5165.68,2026-02-12
CLI0515,PR10,11,9299.38,2025-11-12
CLI0516,PR02,6,5312.07,2025-09-09
CLI0516,PR03,2,786.0,2025-06-19
CLI0517,PR01,9,6352.73,2025-05-25
CLI0518,PR01,1,165.23,2025-09-10
CLI0518,PR06,6,3365.13,2025-06-09
CLI0519,PR01,4,2448.83,2025-09-24
CLI0519,PR07,11,7427.36,2025-06-21
CLI0520,PR08,10,7688.27,2025-12-09
CLI0521,PR01,1,739.92,2025-08-19
CLI0521,PR05,12,8588.43,2025-05-29
CLI0522,PR01,9,7730.41,2025-09-19
CLI0522,PR04,2,690.21,2025-03-27
CLI0523,PR03,2,896.61,2025-10-29
CLI0523,PR07,10,4392.67,2026-01-05
CLI0524,PR01,8,2912.33,2026-02-18
CLI0524,PR05,10,4824.62,2025-05-10
CLI0524,PR08,11,2510.6,2025-07-05
CLI0525,PR05,7,4768.74,2025-04-24
CLI0525,PR09,12,3461.04,2025-12-23
CLI0526,PR03,9,1312.23,2026-01-26
CLI0526,PR10,1,821.89,2025-01-04
CLI0527,PR04,11,4971.52,2025-02-19
CLI0528,PR01,3,633.18,2026-02-08
CLI0529,PR06,10,2121.11,2025-02-21
CLI0530,PR03,8,4390.66,2026-01-25
CLI0530,PR10,10,6940.08,2025-01-13
CLI0531,PR03,11,5007.24,2025-07-08
CLI0531,PR06,12,9687.51,2025-04-02
CLI0531,PR09,11,7704.49,2026-02-10
CLI0532,PR03,2,920.39,2025-10-08
CLI0532,PR04,2,1434.42,2025-07-05
CLI0532,PR08,4,2060.53,2025-10-30
CLI0533,PR02,3,577.6,2026-02-27
CLI0534,PR03,10,6671.89,2025-10-27
CLI0535,PR08,1,754.3,2026-01-29
CLI0535,PR09,6,5163.23,2025-04-14
CLI0536,PR05,11,894.79,2025-06-23
CLI0536,PR08,3,2090.29,2025-05-27
CLI0536,PR09,12,9051.11,2025-05-07
CLI0537,PR04,12,5228.2,2025-01-22
CLI0537,PR05,5,4282.61,2025-10-02
CLI0537,PR10,12,8797.56,2025-03-22
CLI0538,PR09,12,2929.76,2025-10-22
CLI0538,PR10,9,5520.37,2026-01-19
CLI0539,PR01,4,2163.67,2025-06-12
CLI0539,PR05,5,1291.18,2026-01-22
CLI0540,PR02,12,980.13,2025-03-11
CLI0540,PR05,7,4881.39,2025-03-23
CLI0540,PR07,9,3638.48,2025-10-02
CLI0541,PR01,3,2506.12,2025-08-10
CLI0541,PR05,10,6493.93,2025-02-02
CLI0541,PR06,7,5242.99,2025-08-11
CLI0541,PR10,12,10694.34,2025-12-24
CLI0542,PR01,10,7713.81,2025-09-05
CLI0542,PR04,12,3065.45,2025-05-31
CLI0542,PR05,12,9931.1,2025-12-08
CLI0543,PR01,3,317.54,2025-01-03
CLI0543,PR04,8,5155.59,2025-08-19
CLI0543,PR05,10,7104.0,2025-06-29
CLI0544,PR08,9,1947.1,2025-10-02
CLI0545,PR06,3,1792.27,2025-11-27
CLI0546,PR09,5,2625.27,2025-12-15
CLI0547,PR02,11,3285.34,2025-04-30
CLI0548,PR04,5,1999.62,2025-02-15
CLI0548,PR09,9,4860.03,2025-05-26
CLI0549,PR09,4,619.13,2025-11-17
CLI0549,PR10,4,3522.39,2025-06-18
CLI0550,PR05,10,2347.36,2025-12-28
CLI0550,PR06,6,1055.7,2026-02-15
CLI0551,PR07,4,792.97,2026-02-13
CLI0552,PR02,10,1274.29,2026-01-01
CLI0552,PR04,9,2493.8,2025-07-13
CLI0552,PR05,9,4313.83,2026-02-23
CLI0553,PR02,2,280.39,2025-08-19
CLI0553,PR03,12,3264.03,2025-10-21
CLI0553,PR08,3,1088.0,2025-06-21
CLI0554,PR02,11,2361.87,2025-01-27
CLI0554,PR09,11,7086.23,2026-02-14
