acao_id,acesso_id,tipo,dataHora,produto_id
ACAO00031898,AC0015554,ConsultarSaldo,2025-11-13T21:05:34,
ACAO00031899,AC0008608,ConsultarSaldo,2025-10-19T03:15:29,
ACAO00031900,AC0019490,ConsultarExtrato,2025-09-26T05:08:13,
ACAO00031901,AC0043304,ConsultarSaldo,2025-10-29T23:24:11,
ACAO00031902,AC0006163,ConsultarExtrato,2025-10-04T04:02:15,
ACAO00031903,AC0050115,ConsultarSaldo,2026-01-11T15:50:27,
ACAO00031904,AC0031306,ConsultarSaldo,2025-11-20T15:32:02,
ACAO00031905,AC0048570,ConsultarSaldo,2025-10-14T07:42:54,
ACAO00031906,AC0002391,ConsultarSaldo,2025-09-26T11:41:19,
ACAO00031907,AC0020370,IniciarContratacao,2025-11-09T05:42:46,PR09
ACAO00031908,AC0032921,ConsultarExtrato,2025-10-24T03:15:00,
ACAO00031909,AC0004233,AbrirChamado,2026-01-25T14:12:46,
ACAO00031910,AC0013801,ConsultarSaldo,2025-12-12T05:45:01,
ACAO00031911,AC0011352,IniciarContratacao,2025-12-29T12:08:43,PR05
ACAO00031912,AC0029287,ConsultarSaldo,2025-10-07T15:04:19,
ACAO00031913,AC0045259,VisualizarProduto,2025-11-02T10:45:55,PR02
ACAO00031914,AC0017712,PagarPix,2026-02-17T14:56:20,
ACAO00031915,AC0051924,ConsultarSaldo,2025-12-02T02:08:39,
ACAO00031916,AC0046212,AbrirChamado,2025-09-20T05:34:32,
ACAO00031917,AC0041521,PagarPix,2026-01-03T16:56:15,
ACAO00031918,AC0005796,ConsultarSaldo,2026-02-14T02:26:32,
ACAO00031919,AC0033337,VisualizarProduto,2026-01-24T19:28:33,PR07
ACAO00031920,AC0015526,ConsultarExtrato,2025-09-16T13:51:23,
ACAO00031921,AC0009846,ConsultarSaldo,2025-09-30T12:46:47,
ACAO00031922,AC0031288,AlterarDadosCadastrais,2025-12-07T23:15:30,
ACAO00031923,AC0044617,ConsultarExtrato,2025-09-23T22:03:30,
ACAO00031924,AC0034909,AbrirChamado,2026-01-17T08:58:17,
ACAO00031925,AC0039686,SimularEmprestimo,2025-09-29T13:59:04,PR10
ACAO00031926,AC0007379,AlterarDadosCadastrais,2025-12-20T09:34:22,
ACAO00031927,AC0049824,ConsultarSaldo,2025-10-13T10:17:02,
ACAO00031928,AC0032519,VisualizarProduto,2026-01-22T18:20:27,PR02
ACAO00031929,AC0024239,PagarPix,2025-12-10T15:07:34,
ACAO00031930,AC0040954,VisualizarProduto,2026-01-10T11:34:54,PR05
ACAO00031931,AC0013040,PagarPix,2025-12-13T19:04:22,
ACAO00031932,AC0045573,AbrirChamado,2025-09-30T14:35:27,
ACAO00031933,AC0027913,ConsultarExtrato,2025-12-07T08:23:31,
ACAO00031934,AC0019679,ConsultarSaldo,2026-01-07T09:39:37,
ACAO00031935,AC0007596,AlterarDadosCadastrais,2026-02-27T13:32:18,
ACAO00031936,AC0033967,IniciarContratacao,2026-02-23T00:46:56,PR05
ACAO00031937,AC0032763,ConsultarSaldo,2026-02-01T14:04:29,
ACAO00031938,AC0000193,PagarPix,2025-11-15T17:49:40,
ACAO00031939,AC0048313,ConsultarSaldo,2025-10-30T13:20:25,
ACAO00031940,AC0009920,ConsultarSaldo,2025-12-23T03:45:42,
ACAO00031941,AC0020366,ConsultarExtrato,2025-12-30T02:54:45,
ACAO00031942,AC0036422,PagarPix,2026-02-22T05:28:43,
ACAO00031943,AC0029117,PagarPix,2026-01-22T07:22:58,
ACAO00031944,AC0041152,PagarPix,2026-02-21T02:24:23,
ACAO00031945,AC0028904,ConsultarSaldo,2026-01-27T10:46:46,
ACAO00031946,AC0003545,ConsultarSaldo,2025-11-09T00:39:42,
ACAO00031947,AC0041322,AlterarDadosCadastrais,2025-09-29T20:32:02,
ACAO00031948,AC0007432,PagarPix,2026-01-02T04:20:11,
ACAO00031949,AC0029088,VisualizarProduto,2026-02-27T07:41:43,PR08
ACAO00031950,AC0000451,ConsultarExtrato,2025-10-27T00:09:48,
ACAO00031951,AC0000590,SimularEmprestimo,2025-11-16T14:10:26,PR07
ACAO00031952,AC0041348,ConsultarExtrato,2025-11-27T08:34:43,
ACAO00031953,AC0018725,VisualizarProduto,2025-10-15T17:10:00,PR01
ACAO00031954,AC0015277,PagarPix,2025-12-07T17:35:49,
ACAO00031955,AC0018656,ConsultarSaldo,2025-10-16T16:22:49,
ACAO00031956,AC0019573,ConsultarSaldo,2025-12-31T00:44:25,
ACAO00031957,AC0017265,AlterarDadosCadastrais,2025-12-01T13:29:20,
ACAO00031958,AC0024996,PagarPix,2025-11-15T07:08:09,
ACAO00031959,AC0037772,ConsultarSaldo,2025-11-08T23:31:28,
ACAO00031960,AC0027929,IniciarContratacao,2025-12-16T14:29:20,PR02
ACAO00031961,AC0046712,ConsultarSaldo,2026-02-19T03:29:36,
ACAO00031962,AC0010964,ConsultarSaldo,2025-12-30T07:07:11,
ACAO00031963,AC0002417,ConsultarExtrato,2025-10-19T06:06:22,
ACAO00031964,AC0014919,ConsultarExtrato,2025-12-21T07:39:39,
ACAO00031965,AC0048078,ConsultarSaldo,2025-09-26T17:37:45,
ACAO00031966,AC0008776,IniciarContratacao,2025-10-19T16:15:40,PR09
ACAO00031967,AC0042332,VisualizarProduto,2026-01-24T15:09:22,PR04
ACAO00031968,AC0023151,ConsultarSaldo,2025-12-03T06:59:16,
ACAO00031969,AC0020314,VisualizarProduto,2025-09-25T03:52:03,PR08
ACAO00031970,AC0034640,IniciarContratacao,2026-02-18T01:32:47,PR04
ACAO00031971,AC0002230,ConsultarSaldo,2026-01-17T10:17:09,
ACAO00031972,AC0005597,AlterarDadosCadastrais,2026-01-25T14:33:43,
ACAO00031973,AC0037759,SimularEmprestimo,2025-11-05T22:52:20,PR09
ACAO00031974,AC0029989,ConsultarSaldo,2026-01-08T12:06:25,
ACAO00031975,AC0007069,IniciarContratacao,2026-01-02T01:28:19,PR02
ACAO00031976,AC0005252,PagarPix,2025-12-20T16:30:18,
ACAO00031977,AC0037400,PagarPix,2025-11-20T19:11:40,
ACAO00031978,AC0035282,PagarPix,2025-10-10T13:13:41,
ACAO00031979,AC0013274,IniciarContratacao,2026-02-26T22:12:03,PR02
ACAO00031980,AC0026821,SimularEmprestimo,2025-09-18T12:42:26,PR04
ACAO00031981,AC0050200,SimularEmprestimo,2025-12-26T10:15:38,PR09
ACAO00031982,AC0033301,ConsultarSaldo,2026-02-24T06:44:20,
ACAO00031983,AC0018851,ConsultarExtrato,2026-03-01T23:36:54,
ACAO00031984,AC0032156,PagarPix,2025-12-26T12:53:09,
ACAO00031985,AC0026604,SimularEmprestimo,2026-02-21T02:13:50,PR08
ACAO00031986,AC0041585,VisualizarProduto,2026-02-07T14:20:47,PR03
ACAO00031987,AC0041369,IniciarContratacao,2025-11-24T01:59:52,PR10
ACAO00031988,AC0000596,VisualizarProduto,2026-02-21T00:01:24,PR01
ACAO00031989,AC0004418,SimularEmprestimo,2025-12-07T14:50:21,PR03
ACAO00031990,AC0035389,SimularEmprestimo,2025-12-25T02:42:53,PR05
ACAO00031991,AC0028161,ConsultarExtrato,2025-12-15T11:19:55,
ACAO00031992,AC0000464,PagarPix,2025-12-11T21:12:51,
ACAO00031993,AC0029030,ConsultarSaldo,2025-11-04T12:15:39,
ACAO00031994,AC0025477,ConsultarSaldo,2025-09-13T09:25:06,
ACAO00031995,AC0047893,PagarPix,2026-01-22T14:59:55,
ACAO00031996,AC0023945,AlterarDadosCadastrais,2025-09-06T17:11:07,
ACAO00031997,AC0041216,SimularEmprestimo,2025-11-15T08:25:04,PR03
ACAO00031998,AC0046654,ConsultarSaldo,2025-09-26T18:33:24,
ACAO00031999,AC0006177,ConsultarExtrato,2026-02-01T02:05:11,
ACAO00032000,AC0002611,AlterarDadosCadastrais,2025-11-25T17:41:01,
ACAO00032001,AC0028971,IniciarContratacao,2025-12-06T17:27:09,PR07
ACAO00032002,AC0020388,AbrirChamado,2025-10-17T19:57:56,
ACAO00032003,AC0001070,PagarPix,2025-11-20T23:03:16,
ACAO00032004,AC0034722,VisualizarProduto,2025-11-01T04:22:07,PR09
ACAO00032005,AC0033676,ConsultarSaldo,2026-01-03T17:40:35,
ACAO00032006,AC0044009,AlterarDadosCadastrais,2026-02-07T23:10:15,
ACAO00032007,AC0007709,IniciarContratacao,2025-10-12T21:17:13,PR05
ACAO00032008,AC0011335,VisualizarProduto,2026-03-01T17:20:47,PR06
ACAO00032009,AC0041971,ConsultarSaldo,2025-12-15T10:14:31,
ACAO00032010,AC0001718,ConsultarSaldo,2025-09-17T04:42:38,
ACAO00032011,AC0045735,VisualizarProduto,2026-01-20T06:26:26,PR08
ACAO00032012,AC0043234,VisualizarProduto,2025-11-30T15:12:25,PR04
ACAO00032013,AC0025120,ConsultarExtrato,2026-01-03T06:02:31,
ACAO00032014,AC0030914,ConsultarExtrato,2025-11-14T08:27:15,
ACAO00032015,AC0021194,ConsultarExtrato,2026-01-29T16:04:51,
ACAO00032016,AC0014655,PagarPix,2025-09-08T17:27:59,
ACAO00032017,AC0021610,SimularEmprestimo,2026-02-19T18:00:26,PR07
ACAO00032018,AC0013001,ConsultarExtrato,2026-02-05T21:20:26,
ACAO00032019,AC0002330,ConsultarExtrato,2026-01-02T16:12:09,
ACAO00032020,AC0003996,ConsultarSaldo,2025-09-13T10:06:39,
ACAO00032021,AC0032868,SimularEmprestimo,2026-02-01T11:36:38,PR06
ACAO00032022,AC0049440,ConsultarExtrato,2026-01-11T10:52:16,
ACAO00032023,AC0032574,IniciarContratacao,2026-02-14T20:32:16,PR05
ACAO00032024,AC0028543,PagarPix,2026-01-03T20:44:37,
ACAO00032025,AC0016999,VisualizarProduto,2026-02-15T13:45:47,PR02
ACAO00032026,AC0016860,PagarPix,2025-11-15T10:33:35,
ACAO00032027,AC0044420,VisualizarProduto,2025-12-18T04:54:18,PR01
ACAO00032028,AC0025817,PagarPix,2025-12-13T00:21:58,
ACAO00032029,AC0036529,IniciarContratacao,2025-09-24T01:17:18,PR04
ACAO00032030,AC0007459,ConsultarExtrato,2025-10-07T09:23:15,
ACAO00032031,AC0029143,ConsultarExtrato,2026-02-23T00:48:53,
ACAO00032032,AC0041205,AlterarDadosCadastrais,2026-02-27T15:06:46,
ACAO00032033,AC0018332,SimularEmprestimo,2025-10-27T10:26:50,PR03
ACAO00032034,AC0044137,IniciarContratacao,2025-12-25T11:14:03,PR02
ACAO00032035,AC0009301,IniciarContratacao,2025-10-11T08:48:01,PR03
ACAO00032036,AC0040169,PagarPix,2025-10-14T17:47:50,
ACAO00032037,AC0006744,PagarPix,2025-09-25T12:52:31,
ACAO00032038,AC0014463,ConsultarExtrato,2025-10-13T14:42:49,
ACAO00032039,AC0003943,ConsultarSaldo,2025-10-31T20:49:14,
ACAO00032040,AC0010198,IniciarContratacao,2025-09-08T23:18:28,PR03
ACAO00032041,AC0041964,ConsultarSaldo,2025-12-10T05:13:33,
ACAO00032042,AC0022918,ConsultarExtrato,2026-01-23T03:03:23,
ACAO00032043,AC0036787,IniciarContratacao,2025-12-31T18:39:51,PR05
ACAO00032044,AC0043213,ConsultarSaldo,2025-12-16T17:48:38,
ACAO00032045,AC0040146,AbrirChamado,2026-02-19T10:30:14,
ACAO00032046,AC0033342,PagarPix,2025-09-10T04:19:31,
ACAO00032047,AC0009846,PagarPix,2025-09-30T12:49:23,
ACAO00032048,AC0046156,ConsultarSaldo,2025-12-05T02:08:45,
ACAO00032049,AC0001415,PagarPix,2025-09-17T00:20:00,
ACAO00032050,AC0045027,ConsultarSaldo,2025-09-23T11:17:48,
ACAO00032051,AC0032515,ConsultarExtrato,2026-02-24T06:08:22,
ACAO00032052,AC0030883,VisualizarProduto,2025-11-25T20:34:24,PR08
ACAO00032053,AC0032638,SimularEmprestimo,2025-09-20T05:45:26,PR01
ACAO00032054,AC0017938,AbrirChamado,2025-11-13T10:24:29,
ACAO00032055,AC0011352,ConsultarExtrato,2025-12-29T12:03:24,
ACAO00032056,AC0051927,PagarPix,2026-02-22T06:15:30,
ACAO00032057,AC0011423,PagarPix,2025-09-09T12:18:28,
ACAO00032058,AC0023812,IniciarContratacao,2025-11-23T07:44:39,PR04
ACAO00032059,AC0006877,ConsultarSaldo,2025-10-10T23:47:26,
ACAO00032060,AC0026180,PagarPix,2026-01-30T11:14:06,
ACAO00032061,AC0038604,SimularEmprestimo,2025-09-07T02:05:28,PR10
ACAO00032062,AC0009382,VisualizarProduto,2025-11-17T16:18:19,PR04
ACAO00032063,AC0051189,PagarPix,2026-02-21T08:35:40,
ACAO00032064,AC0009682,ConsultarExtrato,2026-02-06T11:56:59,
ACAO00032065,AC0011106,SimularEmprestimo,2025-12-08T11:14:58,PR07
ACAO00032066,AC0016134,ConsultarExtrato,2026-01-31T11:39:30,
ACAO00032067,AC0019266,PagarPix,2025-09-16T13:40:27,
ACAO00032068,AC0000682,SimularEmprestimo,2026-01-31T11:56:58,PR07
ACAO00032069,AC0041398,ConsultarSaldo,2026-01-27T11:30:45,
ACAO00032070,AC0021115,ConsultarSaldo,2025-09-15T15:33:47,
ACAO00032071,AC0025302,ConsultarSaldo,2025-10-21T07:14:46,
ACAO00032072,AC0023099,AlterarDadosCadastrais,2025-12-31T21:58:13,
ACAO00032073,AC0025156,SimularEmprestimo,2025-11-14T07:22:05,PR08
ACAO00032074,AC0004860,ConsultarExtrato,2026-02-23T02:57:24,
ACAO00032075,AC0002213,VisualizarProduto,2026-02-01T18:21:09,PR09
ACAO00032076,AC0042155,VisualizarProduto,2025-12-13T22:12:13,PR04
ACAO00032077,AC0034075,ConsultarExtrato,2025-11-25T17:00:30,
ACAO00032078,AC0044650,ConsultarSaldo,2025-10-20T12:10:33,
ACAO00032079,AC0023382,IniciarContratacao,2025-12-07T06:56:27,PR06
ACAO00032080,AC0005511,SimularEmprestimo,2025-09-07T08:14:18,PR10
ACAO00032081,AC0010367,ConsultarExtrato,2025-10-07T03:48:35,
ACAO00032082,AC0035342,ConsultarExtrato,2025-10-11T22:55:36,
ACAO00032083,AC0013564,VisualizarProduto,2026-01-16T19:50:36,PR05
ACAO00032084,AC0012486,IniciarContratacao,2025-12-07T22:32:14,PR02
ACAO00032085,AC0012849,IniciarContratacao,2025-12-19T05:56:44,PR03
ACAO00032086,AC0007026,ConsultarSaldo,2025-10-05T03:16:29,
ACAO00032087,AC0034192,ConsultarExtrato,2025-12-01T23:35:07,
ACAO00032088,AC0034443,ConsultarSaldo,2025-10-18T16:57:48,
ACAO00032089,AC0049476,AlterarDadosCadastrais,2025-09-12T22:54:38,
ACAO00032090,AC0003964,VisualizarProduto,2025-10-18T08:36:45,PR03
ACAO00032091,AC0036620,ConsultarSaldo,2025-12-27T09:55:57,
ACAO00032092,AC0035161,ConsultarExtrato,2025-10-14T13:52:49,
ACAO00032093,AC0011353,PagarPix,2026-02-07T18:15:32,
ACAO00032094,AC0006179,AbrirChamado,2026-02-15T00:42:18,
ACAO00032095,AC0026787,SimularEmprestimo,2025-12-01T20:53:12,PR08
ACAO00032096,AC0032269,ConsultarExtrato,2025-12-23T00:05:48,
ACAO00032097,AC0018985,ConsultarExtrato,2025-09-17T01:47:13,
ACAO00032098,AC0023226,SimularEmprestimo,2026-01-22T17:45:30,PR02
ACAO00032099,AC0041731,PagarPix,2025-11-17T08:42:10,
ACAO00032100,AC0001603,IniciarContratacao,2025-10-14T08:02:50,PR01
ACAO00032101,AC0006213,ConsultarSaldo,2025-09-12T10:45:04,
ACAO00032102,AC0047723,AbrirChamado,2025-12-16T17:59:38,
ACAO00032103,AC0020668,VisualizarProduto,2026-01-18T14:13:21,PR09
ACAO00032104,AC0023245,PagarPix,2025-10-13T05:04:35,
ACAO00032105,AC0047622,ConsultarSaldo,2025-12-25T03:49:28,
ACAO00032106,AC0023508,SimularEmprestimo,2026-01-14T01:49:41,PR05
ACAO00032107,AC0029061,PagarPix,2026-01-16T04:17:32,
ACAO00032108,AC0005375,ConsultarExtrato,2025-09-08T11:33:08,
ACAO00032109,AC0022739,ConsultarSaldo,2025-09-12T19:41:38,
ACAO00032110,AC0034561,ConsultarSaldo,2025-11-08T21:23:00,
ACAO00032111,AC0019125,ConsultarSaldo,2025-09-25T03:26:46,
ACAO00032112,AC0005825,ConsultarExtrato,2025-10-24T20:06:44,
ACAO00032113,AC0003863,IniciarContratacao,2026-01-19T02:06:59,PR10
ACAO00032114,AC0046450,ConsultarExtrato,2025-09-12T13:47:43,
ACAO00032115,AC0043721,ConsultarExtrato,2025-10-05T07:41:45,
ACAO00032116,AC0015553,ConsultarExtrato,2026-02-27T13:03:13,
ACAO00032117,AC0030908,ConsultarSaldo,2025-12-23T14:04:34,
ACAO00032118,AC0014972,ConsultarExtrato,2026-02-28T02:17:31,
ACAO00032119,AC0047639,PagarPix,2025-11-27T19:43:07,
ACAO00032120,AC0046876,ConsultarSaldo,2025-10-14T16:39:51,
ACAO00032121,AC0010899,ConsultarSaldo,2025-09-13T21:57:10,
ACAO00032122,AC0035696,ConsultarExtrato,2025-12-01T18:01:10,
ACAO00032123,AC0007881,ConsultarExtrato,2026-02-19T07:58:46,
ACAO00032124,AC0024598,PagarPix,2025-10-05T00:37:26,
ACAO00032125,AC0042046,AlterarDadosCadastrais,2025-11-05T17:45:37,
ACAO00032126,AC0001961,ConsultarSaldo,2026-02-18T07:31:45,
ACAO00032127,AC0008217,ConsultarSaldo,2025-10-14T16:01:20,
ACAO00032128,AC0003519,ConsultarExtrato,2026-02-23T11:26:50,
ACAO00032129,AC0043918,PagarPix,2025-09-20T09:34:44,
ACAO00032130,AC0014023,PagarPix,2025-11-07T04:11:44,
ACAO00032131,AC0042380,ConsultarExtrato,2025-12-15T21:33:08,
ACAO00032132,AC0004038,ConsultarSaldo,2025-09-20T01:06:07,
ACAO00032133,AC0004007,SimularEmprestimo,2025-12-02T09:16:55,PR04
ACAO00032134,AC0011507,PagarPix,2025-11-15T19:52:57,
ACAO00032135,AC0009402,PagarPix,2026-01-08T11:48:50,
ACAO00032136,AC0029939,VisualizarProduto,2026-01-25T16:48:27,PR04
ACAO00032137,AC0003785,ConsultarExtrato,2025-11-14T06:03:41,
ACAO00032138,AC0023449,SimularEmprestimo,2025-12-09T05:40:11,PR05
ACAO00032139,AC0046769,AbrirChamado,2025-12-17T06:13:32,
ACAO00032140,AC0032202,IniciarContratacao,2025-09-24T12:43:11,PR09
ACAO00032141,AC0010207,PagarPix,2026-01-15T03:43:25,
ACAO00032142,AC0026965,AbrirChamado,2026-02-14T23:06:10,
ACAO00032143,AC0032219,IniciarContratacao,2025-12-05T03:27:15,PR07
ACAO00032144,AC0049515,ConsultarSaldo,2025-10-05T18:31:45,
ACAO00032145,AC0038472,ConsultarSaldo,2025-12-06T15:58:43,
ACAO00032146,AC0025060,ConsultarSaldo,2025-10-13T13:56:10,
ACAO00032147,AC0031127,IniciarContratacao,2025-10-13T01:52:58,PR06
ACAO00032148,AC0011770,IniciarContratacao,2025-12-18T11:25:53,PR10
ACAO00032149,AC0038053,PagarPix,2025-11-20T15:15:25,
ACAO00032150,AC0012397,ConsultarSaldo,2025-09-23T02:30:23,
ACAO00032151,AC0003957,ConsultarSaldo,2026-02-17T02:11:29,
ACAO00032152,AC0000020,PagarPix,2025-10-16T20:13:51,
ACAO00032153,AC0041632,PagarPix,2025-12-23T19:44:12,
ACAO00032154,AC0018910,ConsultarSaldo,2025-10-31T07:04:52,
ACAO00032155,AC0013859,ConsultarExtrato,2025-09-10T06:27:39,
ACAO00032156,AC0021452,SimularEmprestimo,2025-12-11T12:24:23,PR10
ACAO00032157,AC0000730,ConsultarSaldo,2025-12-11T13:20:09,
ACAO00032158,AC0037385,PagarPix,2026-01-09T09:01:44,
ACAO00032159,AC0044721,ConsultarSaldo,2025-10-31T14:10:59,
ACAO00032160,AC0042781,ConsultarExtrato,2026-02-18T15:06:25,
ACAO00032161,AC0042641,PagarPix,2026-01-03T21:35:29,
ACAO00032162,AC0002338,AlterarDadosCadastrais,2025-12-30T15:22:29,
ACAO00032163,AC0007145,SimularEmprestimo,2025-10-28T12:48:01,PR05
ACAO00032164,AC0040437,ConsultarSaldo,2025-09-06T22:40:12,
ACAO00032165,AC0041601,VisualizarProduto,2025-10-05T10:16:55,PR07
ACAO00032166,AC0050258,ConsultarSaldo,2026-01-25T06:28:01,
ACAO00032167,AC0043356,IniciarContratacao,2025-10-25T17:25:39,PR07
ACAO00032168,AC0023809,ConsultarExtrato,2026-02-21T17:15:13,
ACAO00032169,AC0014064,PagarPix,2026-02-03T19:30:15,
ACAO00032170,AC0030131,VisualizarProduto,2026-02-09T21:50:54,PR08
ACAO00032171,AC0026381,SimularEmprestimo,2025-12-03T10:09:39,PR06
ACAO00032172,AC0029078,VisualizarProduto,2025-10-27T00:50:57,PR05
ACAO00032173,AC0006884,PagarPix,2025-12-25T18:47:22,
ACAO00032174,AC0034498,IniciarContratacao,2026-01-13T18:07:18,PR04
ACAO00032175,AC0004525,PagarPix,2025-11-30T15:55:10,
ACAO00032176,AC0029805,VisualizarProduto,2025-10-13T11:19:13,PR02
ACAO00032177,AC0050728,VisualizarProduto,2026-01-31T05:15:28,PR04
ACAO00032178,AC0000292,PagarPix,2025-09-26T17:54:13,
ACAO00032179,AC0044658,PagarPix,2025-10-07T17:46:30,
ACAO00032180,AC0034048,ConsultarSaldo,2026-01-21T01:41:25,
ACAO00032181,AC0033230,ConsultarExtrato,2025-10-25T15:08:41,
ACAO00032182,AC0020186,PagarPix,2025-09-11T09:55:49,
ACAO00032183,AC0038932,ConsultarExtrato,2025-12-02T01:26:47,
ACAO00032184,AC0036776,IniciarContratacao,2025-12-12T13:37:44,PR07
ACAO00032185,AC0045434,AlterarDadosCadastrais,2026-01-09T08:53:29,
ACAO00032186,AC0046607,AbrirChamado,2025-10-08T19:16:19,
ACAO00032187,AC0047702,VisualizarProduto,2026-02-18T02:32:38,PR03
ACAO00032188,AC0036384,IniciarContratacao,2026-02-24T04:45:03,PR03
ACAO00032189,AC0007383,SimularEmprestimo,2026-01-11T05:08:56,PR03
ACAO00032190,AC0033579,ConsultarSaldo,2026-02-01T15:23:15,
ACAO00032191,AC0009385,ConsultarSaldo,2025-11-20T00:24:09,
ACAO00032192,AC0001999,ConsultarSaldo,2026-03-01T15:47:49,
ACAO00032193,AC0035138,PagarPix,2026-02-19T20:25:00,
ACAO00032194,AC0023240,IniciarContratacao,2025-11-28T18:59:26,PR10
ACAO00032195,AC0040960,ConsultarExtrato,2025-09-11T19:57:38,
ACAO00032196,AC0045132,SimularEmprestimo,2025-12-20T16:14:52,PR02
ACAO00032197,AC0015287,SimularEmprestimo,2025-12-27T07:57:21,PR02
ACAO00032198,AC0051890,PagarPix,2026-01-11T10:00:31,
ACAO00032199,AC0024435,ConsultarSaldo,2026-01-05T11:10:01,
ACAO00032200,AC0034510,ConsultarExtrato,2025-10-20T15:55:58,
ACAO00032201,AC0045082,VisualizarProduto,2025-11-10T20:34:46,PR01
ACAO00032202,AC0037929,VisualizarProduto,2025-12-25T07:25:22,PR08
ACAO00032203,AC0041901,PagarPix,2025-11-09T23:46:52,
ACAO00032204,AC0020910,ConsultarExtrato,2025-12-15T09:52:23,
ACAO00032205,AC0038896,ConsultarSaldo,2026-01-19T01:18:39,
ACAO00032206,AC0001186,ConsultarSaldo,2025-09-09T10:58:22,
ACAO00032207,AC0048042,ConsultarExtrato,2025-11-23T18:37:49,
ACAO00032208,AC0051482,ConsultarSaldo,2025-10-02T03:42:39,
ACAO00032209,AC0033048,ConsultarSaldo,2026-02-26T02:07:32,
ACAO00032210,AC0026728,PagarPix,2026-02-21T17:19:50,
ACAO00032211,AC0050894,VisualizarProduto,2025-11-09T22:34:39,PR06
ACAO00032212,AC0021027,ConsultarSaldo,2025-12-15T07:16:08,
ACAO00032213,AC0021571,ConsultarExtrato,2025-09-15T11:14:32,
ACAO00032214,AC0035320,AbrirChamado,2025-11-13T22:54:01,
ACAO00032215,AC0039557,IniciarContratacao,2025-09-09T18:02:05,PR08
ACAO00032216,AC0020280,VisualizarProduto,2025-12-24T18:11:10,PR01
ACAO00032217,AC0003289,PagarPix,2026-02-27T01:26:35,
ACAO00032218,AC0008758,SimularEmprestimo,2025-10-20T01:30:14,PR04
ACAO00032219,AC0020024,ConsultarSaldo,2026-01-21T07:19:14,
ACAO00032220,AC0024098,ConsultarSaldo,2025-11-16T18:25:32,
ACAO00032221,AC0025302,ConsultarExtrato,2025-10-21T07:14:40,
ACAO00032222,AC0026075,SimularEmprestimo,2026-01-22T02:04:36,PR03
ACAO00032223,AC0020356,VisualizarProduto,2025-11-17T14:11:25,PR01
ACAO00032224,AC0002887,ConsultarExtrato,2025-10-29T02:31:20,
ACAO00032225,AC0049356,AlterarDadosCadastrais,2025-10-31T12:34:25,
ACAO00032226,AC0020803,ConsultarSaldo,2026-01-24T23:56:37,
ACAO00032227,AC0044544,ConsultarExtrato,2025-12-07T07:46:03,
ACAO00032228,AC0002355,SimularEmprestimo,2025-12-20T05:22:03,PR07
ACAO00032229,AC0033811,AlterarDadosCadastrais,2026-01-18T00:41:27,
ACAO00032230,AC0033334,ConsultarSaldo,2025-11-11T04:09:53,
ACAO00032231,AC0037279,ConsultarSaldo,2025-11-19T04:20:53,
ACAO00032232,AC0007779,ConsultarExtrato,2025-12-06T17:06:25,
ACAO00032233,AC0048090,PagarPix,2026-02-14T15:47:12,
ACAO00032234,AC0036475,PagarPix,2025-09-30T20:50:55,
ACAO00032235,AC0007892,VisualizarProduto,2025-11-12T07:54:02,PR02
ACAO00032236,AC0015706,ConsultarSaldo,2025-09-22T11:06:41,
ACAO00032237,AC0023917,VisualizarProduto,2026-02-11T12:54:37,PR09
ACAO00032238,AC0018330,IniciarContratacao,2025-10-27T21:22:30,PR09
ACAO00032239,AC0032122,VisualizarProduto,2025-11-13T00:46:52,PR01
ACAO00032240,AC0002101,SimularEmprestimo,2026-02-09T05:23:14,PR10
ACAO00032241,AC0032848,PagarPix,2026-01-04T11:21:32,
ACAO00032242,AC0031353,ConsultarExtrato,2026-01-31T00:10:08,
ACAO00032243,AC0042230,AbrirChamado,2025-11-14T11:16:23,
ACAO00032244,AC0005368,VisualizarProduto,2025-12-23T19:56:07,PR02
ACAO00032245,AC0006305,VisualizarProduto,2026-02-28T15:15:21,PR05
ACAO00032246,AC0042689,SimularEmprestimo,2025-09-12T10:55:58,PR10
ACAO00032247,AC0032750,VisualizarProduto,2025-09-29T07:30:58,PR02
ACAO00032248,AC0023421,ConsultarSaldo,2026-01-01T23:39:12,
ACAO00032249,AC0021150,ConsultarSaldo,2025-10-26T03:18:06,
ACAO00032250,AC0030383,ConsultarSaldo,2025-10-31T10:23:01,
ACAO00032251,AC0037468,ConsultarSaldo,2025-12-03T10:14:17,
ACAO00032252,AC0042359,ConsultarSaldo,2026-01-14T14:22:13,
ACAO00032253,AC0020352,ConsultarExtrato,2025-09-11T12:15:26,
ACAO00032254,AC0033759,AbrirChamado,2025-12-02T23:15:01,
ACAO00032255,AC0047936,AlterarDadosCadastrais,2025-12-08T18:45:01,
ACAO00032256,AC0029728,AbrirChamado,2026-01-22T14:38:51,
ACAO00032257,AC0050507,PagarPix,2025-10-23T10:49:28,
ACAO00032258,AC0050692,ConsultarExtrato,2026-01-08T19:18:42,
ACAO00032259,AC0050184,ConsultarSaldo,2026-01-06T14:43:56,
ACAO00032260,AC0010642,ConsultarExtrato,2025-12-05T03:53:57,
ACAO00032261,AC0043193,ConsultarExtrato,2025-10-05T00:55:40,
ACAO00032262,AC0043569,ConsultarExtrato,2026-01-02T08:05:57,
ACAO00032263,AC0005320,VisualizarProduto,2025-09-17T20:01:15,PR05
ACAO00032264,AC0024337,PagarPix,2025-12-10T15:42:50,
