acesso_id,cliente_id,dataHora,canal,sucesso,duracaoSegundos
AC0009632,CLI1072,2025-12-23T03:26:11,App,True,244
AC0009633,CLI0573,2025-10-25T07:42:52,WebApp,True,211
AC0009634,CLI0981,2026-01-19T12:22:02,App,True,499
AC0009635,CLI0114,2025-09-28T04:02:44,App,True,732
AC0009636,CLI0773,2025-09-06T09:45:15,App,True,707
AC0009637,CLI1054,2026-01-22T03:20:09,App,False,0
AC0009638,CLI1063,2026-02-03T01:48:50,WebApp,True,187
AC0009639,CLI1039,2025-12-21T23:39:18,WebApp,True,147
AC0009640,CLI0863,2025-09-18T07:45:53,App,True,482
AC0009641,CLI0376,2025-10-07T01:59:42,App,False,0
AC0009642,CLI1016,2025-12-01T05:43:35,App,True,676
AC0009643,CLI1051,2025-09-17T21:24:40,App,True,211
AC0009644,CLI1291,2025-12-07T06:46:02,App,True,405
AC0009645,CLI1357,2025-10-17T13:11:18,WebApp,True,67
AC0009646,CLI0004,2025-12-06T18:36:53,App,True,671
AC0009647,CLI0643,2025-12-24T16:06:01,App,True,730
AC0009648,CLI0459,2025-10-16T20:12:06,App,True,481
AC0009649,CLI1336,2025-12-06T11:31:10,App,True,591
AC0009650,CLI0007,2026-02-04T20:03:29,WebApp,True,811
AC0009651,CLI0803,2025-09-15T19:04:33,WebApp,True,35
AC0009652,CLI0404,2026-01-06T07:48:12,App,True,857
AC0009653,CLI1061,2025-09-03T14:30:38,App,True,209
AC0009654,CLI1165,2026-02-17T02:53:46,App,True,329
AC0009655,CLI0559,2026-02-02T19:52:47,App,True,584
AC0009656,CLI1040,2026-02-03T22:31:46,App,True,825
AC0009657,CLI0574,2025-10-25T19:49:37,App,True,202
AC0009658,CLI0921,2025-12-09T09:05:56,WebApp,True,754
AC0009659,CLI1200,2025-09-11T22:00:12,App,True,205
AC0009660,CLI0999,2026-02-16T17:06:16,App,True,71
AC0009661,CLI1457,2026-01-25T20:44:14,App,True,879
AC0009662,CLI0845,2025-10-10T03:21:26,App,True,521
AC0009663,CLI0136,2025-12-26T00:07:36,App,True,204
AC0009664,CLI0065,2025-12-06T23:23:07,WebApp,True,643
AC0009665,CLI0921,2026-02-24T09:17:04,WebApp,True,26
AC0009666,CLI0415,2025-10-24T15:35:28,App,True,114
AC0009667,CLI1199,2025-11-17T12:21:40,App,True,148
AC0009668,CLI0372,2025-11-11T09:45:59,App,True,430
AC0009669,CLI1001,2025-12-10T08:24:41,WebApp,True,305
AC0009670,CLI1141,2025-11-19T04:57:16,App,True,782
AC0009671,CLI0159,2025-09-06T09:02:23,WebApp,True,214
AC0009672,CLI0724,2025-11-29T04:50:36,WebApp,True,491
AC0009673,CLI0338,2026-02-24T16:48:32,App,True,134
AC0009674,CLI0922,2025-11-09T14:03:44,App,True,342
AC0009675,CLI1068,2025-09-04T08:44:34,App,True,149
AC0009676,CLI1497,2026-01-24T13:57:37,App,True,461
AC0009677,CLI0541,2026-02-15T03:57:20,App,True,748
AC0009678,CLI1037,2025-09-28T15:39:34,App,True,190
AC0009679,CLI0005,2025-10-07T13:18:47,WebApp,True,797
AC0009680,CLI1278,2026-01-16T01:59:47,App,True,649
AC0009681,CLI0567,2026-02-10T13:53:37,App,True,576
AC0009682,CLI1322,2026-02-06T11:56:03,WebApp,True,761
AC0009683,CLI0422,2025-12-08T00:21:25,App,True,326
AC0009684,CLI0462,2025-09-05T19:08:49,WebApp,True,539
AC0009685,CLI0918,2025-10-24T09:40:32,WebApp,True,880
AC0009686,CLI0224,2025-11-12T17:12:47,App,True,478
AC0009687,CLI1110,2025-12-09T20:20:22,App,True,333
AC0009688,CLI0152,2026-02-21T08:52:47,App,True,817
AC0009689,CLI1341,2026-02-09T10:52:34,App,True,268
AC0009690,CLI1430,2026-02-19T22:30:02,App,True,338
AC0009691,CLI1405,2026-01-02T18:50:43,App,True,341
AC0009692,CLI0490,2025-11-24T19:32:14,App,True,226
AC0009693,CLI0936,2025-11-16T07:05:14,App,True,497
AC0009694,CLI0305,2025-12-30T07:29:20,App,True,164
AC0009695,CLI0579,2026-02-03T19:35:11,App,True,804
AC0009696,CLI0887,2026-01-26T08:49:26,App,True,163
AC0009697,CLI0763,2025-11-22T01:10:52,App,True,460
AC0009698,CLI0773,2025-09-11T14:56:06,App,True,102
AC0009699,CLI0083,2025-12-08T10:41:20,App,True,33
AC0009700,CLI1364,2025-12-28T15:53:55,App,True,188
AC0009701,CLI1438,2025-11-14T02:18:28,App,True,515
AC0009702,CLI0709,2025-10-21T05:15:10,App,True,245
AC0009703,CLI0405,2025-12-31T08:25:18,WebApp,True,592
AC0009704,CLI1157,2025-12-19T13:20:42,WebApp,True,63
AC0009705,CLI0083,2025-10-07T02:31:42,App,True,452
AC0009706,CLI1453,2025-12-29T21:32:24,WebApp,True,48
AC0009707,CLI0373,2026-02-06T16:31:01,App,True,139
AC0009708,CLI1089,2026-01-11T20:12:20,WebApp,True,591
AC0009709,CLI0981,2026-01-20T09:03:53,App,True,25
AC0009710,CLI1417,2026-01-27T04:07:15,WebApp,True,321
AC0009711,CLI0674,2026-01-06T15:36:03,App,True,732
AC0009712,CLI0724,2025-10-13T04:12:35,WebApp,True,431
AC0009713,CLI0364,2025-10-02T21:10:09,App,True,30
AC0009714,CLI1060,2025-11-22T02:55:02,WebApp,True,148
AC0009715,CLI0788,2025-09-02T18:01:40,App,True,108
AC0009716,CLI0844,2025-11-18T23:13:59,WebApp,True,182
AC0009717,CLI1455,2025-12-22T17:55:32,WebApp,True,162
AC0009718,CLI1305,2025-09-22T20:10:59,App,True,504
AC0009719,CLI0614,2025-12-03T09:59:35,WebApp,True,313
AC0009720,CLI0942,2025-12-06T11:53:56,App,True,81
AC0009721,CLI1215,2025-10-27T16:50:30,WebApp,True,731
AC0009722,CLI0131,2026-01-30T06:34:26,App,True,82
AC0009723,CLI0173,2025-12-02T17:02:40,App,True,789
AC0009724,CLI1432,2025-09-09T11:08:00,App,True,433
AC0009725,CLI1238,2026-01-05T12:55:09,App,True,761
AC0009726,CLI1423,2025-10-23T05:54:17,App,True,639
AC0009727,CLI0677,2025-11-11T18:24:16,App,True,631
AC0009728,CLI0461,2025-10-06T01:23:47,App,True,668
AC0009729,CLI0886,2025-10-08T19:44:31,WebApp,True,543
AC0009730,CLI0276,2025-12-12T06:26:15,WebApp,True,112
AC0009731,CLI1377,2025-10-16T15:06:36,WebApp,True,795
AC0009732,CLI0862,2026-02-22T04:31:59,App,True,479
AC0009733,CLI0836,2025-12-10T04:32:30,WebApp,True,258
AC0009734,CLI0374,2026-01-15T15:50:27,App,True,272
AC0009735,CLI0746,2026-02-05T15:04:18,App,True,354
AC0009736,CLI0505,2025-12-11T12:06:30,App,True,110
AC0009737,CLI0872,2026-01-17T17:46:45,WebApp,True,787
AC0009738,CLI1037,2026-01-21T01:43:35,App,True,275
AC0009739,CLI0071,2025-10-07T03:30:57,App,True,174
AC0009740,CLI0629,2025-12-16T01:58:20,App,True,384
AC0009741,CLI1022,2025-11-23T21:36:28,App,False,0
AC0009742,CLI1428,2026-02-08T19:51:02,App,False,0
AC0009743,CLI0178,2025-11-03T14:31:47,App,True,813
AC0009744,CLI0709,2025-09-07T11:23:07,App,True,45
AC0009745,CLI0844,2025-10-04T09:29:30,App,True,40
AC0009746,CLI0008,2025-10-14T15:45:29,App,True,569
AC0009747,CLI1234,2025-12-07T11:55:53,App,True,80
AC0009748,CLI1180,2026-01-02T02:37:01,App,True,256
AC0009749,CLI1132,2026-02-27T08:57:52,App,True,331
AC0009750,CLI1316,2026-02-08T04:06:58,App,True,734
AC0009751,CLI1458,2025-09-09T05:14:32,App,True,806
AC0009752,CLI0737,2026-01-29T09:47:08,App,True,129
AC0009753,CLI0724,2025-11-25T02:10:46,App,True,144
AC0009754,CLI0841,2025-12-09T07:44:20,WebApp,True,634
AC0009755,CLI1264,2026-01-24T05:32:16,App,True,227
AC0009756,CLI0362,2025-10-05T02:02:58,App,True,199
AC0009757,CLI1404,2025-10-14T00:34:48,App,True,26
AC0009758,CLI1076,2025-09-07T22:42:55,App,True,765
AC0009759,CLI0551,2025-11-26T15:47:44,App,True,367
AC0009760,CLI0518,2026-02-26T04:59:37,App,True,589
AC0009761,CLI0147,2025-09-03T04:07:47,App,True,99
AC0009762,CLI1254,2026-01-23T20:15:00,WebApp,True,92
AC0009763,CLI1116,2025-09-13T12:37:06,App,True,220
AC0009764,CLI1100,2025-12-28T18:50:34,WebApp,True,77
AC0009765,CLI0877,2026-01-30T03:24:42,App,True,572
AC0009766,CLI0354,2025-10-24T03:27:59,App,True,405
AC0009767,CLI0469,2026-02-17T13:48:44,WebApp,True,484
AC0009768,CLI0157,2026-02-19T22:52:48,App,True,445
AC0009769,CLI0187,2026-01-26T22:14:44,App,True,828
AC0009770,CLI0312,2025-12-16T07:23:23,App,True,730
AC0009771,CLI0027,2025-11-13T05:22:35,App,True,277
AC0009772,CLI1205,2025-12-26T04:37:44,App,True,895
AC0009773,CLI1462,2026-01-15T23:17:29,WebApp,True,864
AC0009774,CLI0203,2026-02-13T01:35:54,WebApp,True,648
AC0009775,CLI1364,2025-12-20T05:40:30,App,True,732
AC0009776,CLI0829,2026-01-24T13:38:43,App,False,0
AC0009777,CLI0031,2025-09-02T16:35:56,App,True,555
AC0009778,CLI1334,2026-02-22T20:50:12,App,True,57
AC0009779,CLI0148,2025-11-10T08:48:16,App,True,240
AC0009780,CLI0043,2025-10-22T17:26:05,App,True,132
AC0009781,CLI0033,2025-11-23T08:07:35,App,True,483
AC0009782,CLI0060,2026-01-11T23:05:04,App,True,39
AC0009783,CLI1427,2025-10-19T09:37:27,App,True,604
AC0009784,CLI1000,2026-01-31T20:17:37,App,True,488
AC0009785,CLI0729,2025-10-01T15:24:46,App,True,82
AC0009786,CLI0430,2026-01-12T16:51:48,App,True,773
AC0009787,CLI0475,2025-12-16T07:29:23,App,True,846
AC0009788,CLI0788,2025-12-28T14:47:08,App,False,0
AC0009789,CLI1251,2025-09-22T01:07:34,App,True,669
AC0009790,CLI1339,2026-01-22T23:00:24,WebApp,True,124
AC0009791,CLI1036,2026-02-09T18:01:00,App,True,862
AC0009792,CLI0986,2025-11-18T01:26:35,App,False,0
AC0009793,CLI1009,2025-11-04T07:48:23,WebApp,True,66
AC0009794,CLI0148,2025-10-23T17:27:07,App,False,0
AC0009795,CLI0055,2025-12-12T21:19:41,App,True,41
AC0009796,CLI0125,2025-10-19T04:23:45,App,True,484
AC0009797,CLI0021,2026-01-05T00:22:09,WebApp,True,186
AC0009798,CLI1407,2025-12-26T20:31:54,App,True,658
AC0009799,CLI0527,2025-11-07T16:00:30,App,True,39
AC0009800,CLI0948,2025-12-08T23:32:56,App,True,442
AC0009801,CLI0740,2025-09-18T20:57:28,App,True,667
AC0009802,CLI0193,2025-11-07T10:17:00,App,True,577
AC0009803,CLI0576,2026-01-15T04:53:02,App,True,500
AC0009804,CLI0233,2025-12-13T14:23:37,App,True,134
AC0009805,CLI0756,2025-10-13T11:01:46,App,True,604
AC0009806,CLI0614,2025-11-25T22:46:14,WebApp,True,519
AC0009807,CLI0574,2025-12-29T16:01:01,WebApp,True,274
AC0009808,CLI1106,2026-01-06T21:57:49,App,True,91
AC0009809,CLI1164,2025-11-15T20:18:27,WebApp,True,109
AC0009810,CLI0263,2025-10-29T00:29:34,App,True,444
AC0009811,CLI0368,2025-12-19T23:31:44,App,True,57
AC0009812,CLI0484,2025-11-03T19:38:02,App,True,435
AC0009813,CLI0020,2025-09-27T12:15:43,App,True,720
AC0009814,CLI0044,2026-02-03T02:13:24,App,False,0
AC0009815,CLI0114,2025-12-29T11:04:17,App,True,672
AC0009816,CLI0112,2025-10-19T23:57:25,App,True,886
AC0009817,CLI1433,2025-10-28T03:40:19,WebApp,True,435
AC0009818,CLI0130,2025-11-06T03:06:07,App,True,97
AC0009819,CLI0665,2025-09-27T00:02:43,App,True,524
AC0009820,CLI0753,2025-09-30T14:27:41,App,True,735
AC0009821,CLI0112,2026-01-30T11:43:36,App,True,384
AC0009822,CLI0184,2025-11-30T00:35:12,App,True,418
AC0009823,CLI0353,2025-12-14T10:35:05,App,True,406
AC0009824,CLI1436,2025-11-06T08:00:08,WebApp,True,729
AC0009825,CLI0043,2026-01-26T14:54:19,App,True,574
AC0009826,CLI0715,2026-01-01T23:40:12,App,True,729
AC0009827,CLI0430,2025-10-30T08:51:37,WebApp,True,112
AC0009828,CLI1125,2025-12-13T14:00:47,App,True,197
AC0009829,CLI0414,2025-11-20T10:27:58,WebApp,True,748
AC0009830,CLI1181,2026-02-01T23:56:12,App,True,489
AC0009831,CLI1279,2026-02-24T06:59:21,App,False,0
AC0009832,CLI1193,2025-09-30T19:10:35,App,True,338
AC0009833,CLI1274,2026-02-24T04:18:27,App,False,0
AC0009834,CLI0936,2026-02-24T03:47:51,App,True,803
AC0009835,CLI1075,2025-10-18T05:53:58,App,True,250
AC0009836,CLI1181,2025-11-15T12:03:33,App,True,465
AC0009837,CLI0758,2025-10-17T15:13:18,App,False,0
AC0009838,CLI1172,2025-09-07T18:53:26,WebApp,True,811
AC0009839,CLI0273,2026-02-24T13:45:57,App,True,613
AC0009840,CLI0349,2025-11-11T18:28:23,App,True,149
AC0009841,CLI0545,2026-01-23T22:54:01,WebApp,True,54
AC0009842,CLI1477,2025-12-06T17:59:34,App,True,868
AC0009843,CLI0376,2025-10-17T18:32:24,App,True,885
AC0009844,CLI0256,2025-11-23T18:15:51,App,True,230
AC0009845,CLI0544,2025-12-19T19:20:25,App,True,292
AC0009846,CLI1460,2025-09-30T12:38:02,App,True,822
AC0009847,CLI1431,2025-09-20T00:24:15,App,True,265
AC0009848,CLI0006,2025-11-08T05:18:00,App,True,853
AC0009849,CLI0086,2026-02-14T03:11:19,WebApp,True,68
AC0009850,CLI0820,2025-11-09T03:55:35,App,True,267
AC0009851,CLI0197,2025-11-27T21:05:16,WebApp,True,124
AC0009852,CLI0836,2025-10-05T19:29:13,App,True,420
AC0009853,CLI1105,2025-12-10T11:07:47,WebApp,True,185
AC0009854,CLI0525,2025-11-09T03:27:20,App,True,523
AC0009855,CLI0386,2026-02-10T16:29:11,WebApp,False,0
AC0009856,CLI1260,2026-02-08T21:33:45,App,True,615
AC0009857,CLI0206,2025-09-28T21:04:00,WebApp,True,659
AC0009858,CLI0490,2026-01-15T04:04:00,App,True,399
AC0009859,CLI0489,2025-10-21T10:32:35,App,True,452
AC0009860,CLI0350,2025-11-08T08:05:39,WebApp,True,404
AC0009861,CLI1180,2025-09-08T23:40:39,WebApp,True,425
AC0009862,CLI1473,2025-09-26T17:23:09,WebApp,True,834
AC0009863,CLI0621,2025-11-13T15:31:40,App,True,759
AC0009864,CLI1180,2025-10-18T16:09:37,App,True,437
AC0009865,CLI0566,2026-01-09T19:02:36,WebApp,True,171
AC0009866,CLI0984,2025-12-18T17:20:40,App,True,794
AC0009867,CLI0016,2025-09-09T15:57:42,App,True,22
AC0009868,CLI0875,2025-10-18T03:25:50,App,True,444
AC0009869,CLI1192,2025-12-23T11:01:06,WebApp,True,442
AC0009870,CLI1030,2025-12-13T09:36:05,App,True,397
AC0009871,CLI1189,2025-09-24T08:29:43,App,True,704
AC0009872,CLI0386,2026-02-06T07:06:43,WebApp,True,109
AC0009873,CLI1216,2026-02-26T11:51:59,App,True,131
AC0009874,CLI1021,2026-02-12T21:19:43,App,True,468
AC0009875,CLI1026,2026-01-22T01:29:02,App,True,649
AC0009876,CLI0173,2025-09-24T20:06:24,App,True,374
AC0009877,CLI0311,2025-09-10T12:57:49,WebApp,True,722
AC0009878,CLI0752,2025-09-18T14:26:56,App,True,606
AC0009879,CLI0946,2025-11-07T21:11:19,App,True,358
AC0009880,CLI0998,2025-12-06T15:06:02,App,True,205
AC0009881,CLI1276,2025-11-19T01:04:41,WebApp,True,351
AC0009882,CLI0387,2026-02-26T12:00:58,App,True,563
AC0009883,CLI1174,2025-11-24T00:44:32,WebApp,True,860
AC0009884,CLI0632,2025-10-11T06:31:15,WebApp,True,498
AC0009885,CLI0064,2025-11-20T20:56:59,App,True,83
AC0009886,CLI0817,2026-01-27T01:17:48,App,True,37
AC0009887,CLI1465,2026-01-20T13:47:35,App,True,877
AC0009888,CLI0499,2025-09-18T08:31:11,App,True,584
AC0009889,CLI1304,2025-11-28T14:45:10,App,True,584
AC0009890,CLI0941,2025-12-12T17:28:00,WebApp,True,192
AC0009891,CLI0275,2025-11-18T09:49:47,App,True,700
AC0009892,CLI0783,2025-10-29T08:58:59,WebApp,True,615
AC0009893,CLI0904,2025-09-16T15:18:39,App,True,807
AC0009894,CLI0517,2026-01-01T16:25:43,App,True,836
AC0009895,CLI1253,2025-12-10T07:48:51,App,True,319
AC0009896,CLI0608,2025-09-18T19:31:11,App,True,654
AC0009897,CLI1199,2025-09-23T05:53:47,App,True,807
AC0009898,CLI1136,2026-01-20T06:41:52,App,True,606
AC0009899,CLI1096,2025-11-11T06:25:48,App,True,379
AC0009900,CLI1143,2026-02-03T09:19:49,App,True,138
AC0009901,CLI1289,2025-11-01T06:21:16,App,True,88
AC0009902,CLI0609,2026-01-25T07:59:52,App,True,579
AC0009903,CLI0531,2025-09-27T05:57:29,WebApp,False,0
AC0009904,CLI0571,2025-09-06T12:16:10,WebApp,False,0
AC0009905,CLI0197,2025-10-24T14:51:49,App,True,107
AC0009906,CLI1290,2026-01-29T18:52:00,App,False,0
AC0009907,CLI0426,2026-01-26T12:08:12,WebApp,False,0
AC0009908,CLI0964,2026-01-20T17:11:59,App,True,414
AC0009909,CLI1358,2025-09-14T09:36:08,WebApp,True,857
AC0009910,CLI0936,2025-10-28T16:59:11,App,True,607
AC0009911,CLI0738,2025-10-29T05:44:36,WebApp,True,138
AC0009912,CLI0092,2026-02-08T18:42:10,App,False,0
AC0009913,CLI0617,2026-02-15T11:13:52,App,True,438
AC0009914,CLI1477,2026-02-21T03:58:32,App,True,878
AC0009915,CLI1210,2025-12-06T00:15:23,WebApp,True,395
AC0009916,CLI0688,2026-01-11T17:58:14,WebApp,True,322
AC0009917,CLI0538,2025-11-08T18:43:47,App,True,653
AC0009918,CLI0128,2025-12-01T20:31:50,App,True,105
AC0009919,CLI0937,2026-01-30T03:57:05,App,True,741
AC0009920,CLI0530,2025-12-23T03:40:34,App,True,419
AC0009921,CLI0120,2026-02-25T10:23:59,App,False,0
AC0009922,CLI1120,2025-10-18T22:57:07,App,True,346
AC0009923,CLI0350,2026-02-17T21:51:22,App,True,21
AC0009924,CLI0295,2025-12-08T23:16:26,App,False,0
AC0009925,CLI0903,2026-02-20T04:50:29,App,True,155
AC0009926,CLI0834,2025-11-02T15:13:09,App,True,487
AC0009927,CLI0274,2026-02-06T19:49:46,App,True,654
AC0009928,CLI1270,2025-10-07T16:13:39,App,True,20
AC0009929,CLI0277,2026-01-23T23:36:05,WebApp,True,344
AC0009930,CLI0855,2025-11-10T22:31:51,App,True,684
AC0009931,CLI1280,2026-01-23T11:36:22,App,True,29
AC0009932,CLI0740,2025-10-23T01:37:11,App,True,740
AC0009933,CLI1486,2025-09-02T20:38:30,App,True,109
AC0009934,CLI0843,2025-12-02T19:47:13,App,True,679
AC0009935,CLI0079,2025-09-24T00:48:42,App,False,0
AC0009936,CLI0069,2026-02-21T03:20:37,App,True,863
AC0009937,CLI1483,2025-09-20T23:46:32,App,True,483
AC0009938,CLI0704,2025-12-21T13:28:41,WebApp,True,75
AC0009939,CLI0260,2026-02-07T04:19:44,App,True,332
AC0009940,CLI0224,2025-12-27T20:56:22,WebApp,True,369
AC0009941,CLI1159,2026-02-18T01:11:29,App,True,182
AC0009942,CLI0520,2025-11-03T17:28:50,App,True,521
AC0009943,CLI0854,2026-01-10T11:55:25,App,True,496
AC0009944,CLI0297,2026-02-11T06:23:08,App,True,338
AC0009945,CLI1377,2026-02-10T06:21:29,WebApp,True,513
AC0009946,CLI0581,2025-11-01T02:30:23,App,True,99
AC0009947,CLI0029,2026-02-02T00:15:21,App,True,562
AC0009948,CLI0239,2026-01-14T11:17:19,App,True,487
AC0009949,CLI1485,2026-02-15T06:45:50,WebApp,True,372
AC0009950,CLI0088,2025-11-08T08:29:45,App,True,46
AC0009951,CLI0310,2025-11-20T12:43:59,App,True,400
AC0009952,CLI0795,2025-11-27T05:17:17,App,True,155
AC0009953,CLI1341,2025-11-01T01:17:23,App,True,298
AC0009954,CLI0621,2025-11-22T08:49:03,App,True,139
AC0009955,CLI0399,2025-11-04T07:16:26,App,True,183
AC0009956,CLI1213,2026-01-28T15:44:02,App,True,607
AC0009957,CLI0901,2025-11-10T06:36:23,App,True,359
AC0009958,CLI0895,2025-09-11T17:55:53,App,True,751
AC0009959,CLI1306,2025-09-03T06:20:29,App,False,0
AC0009960,CLI1217,2025-10-04T23:18:11,App,True,287
AC0009961,CLI0750,2026-02-06T02:21:06,App,True,129
AC0009962,CLI1316,2026-01-28T19:46:45,App,True,299
AC0009963,CLI0517,2026-02-05T17:54:30,WebApp,True,36
AC0009964,CLI1497,2025-11-08T22:58:55,App,True,381
AC0009965,CLI1391,2026-01-13T05:36:29,App,False,0
AC0009966,CLI1149,2026-01-15T18:40:35,App,True,291
AC0009967,CLI0500,2025-09-24T05:05:38,App,True,807
AC0009968,CLI1172,2026-01-04T02:11:32,App,True,522
AC0009969,CLI0954,2026-02-03T05:54:29,App,True,710
AC0009970,CLI0328,2025-09-29T11:49:03,WebApp,False,0
AC0009971,CLI0180,2025-11-17T02:16:02,App,True,263
AC0009972,CLI0743,2025-09-22T07:30:47,WebApp,True,405
AC0009973,CLI0320,2026-02-28T18:52:28,App,True,392
AC0009974,CLI0793,2025-12-04T07:44:04,App,True,410
AC0009975,CLI0883,2025-10-14T14:56:47,App,True,872
AC0009976,CLI0243,2026-01-10T19:05:47,App,True,613
AC0009977,CLI1145,2025-12-20T05:05:55,WebApp,True,847
AC0009978,CLI1216,2025-10-24T08:35:02,App,True,452
AC0009979,CLI1254,2025-12-21T01:46:23,App,True,835
AC0009980,CLI1181,2026-02-26T07:46:36,App,True,365
AC0009981,CLI0614,2025-09-29T23:36:19,App,True,251
AC0009982,CLI0896,2026-02-16T05:08:27,App,True,277
AC0009983,CLI1203,2026-02-18T10:41:02,App,True,890
AC0009984,CLI1189,2025-09-05T15:06:12,App,True,541
AC0009985,CLI0518,2026-02-17T11:39:52,WebApp,True,699
AC0009986,CLI0328,2025-12-09T15:22:47,WebApp,True,739
AC0009987,CLI0321,2025-11-25T09:05:50,App,True,104
AC0009988,CLI0424,2025-12-18T20:45:23,App,True,834
AC0009989,CLI1033,2025-09-17T13:41:38,WebApp,True,537
AC0009990,CLI1184,2025-12-05T13:24:31,App,False,0
AC0009991,CLI1387,2025-10-02T10:41:55,WebApp,True,353
AC0009992,CLI0195,2025-10-28T00:13:06,App,True,580
AC0009993,CLI0287,2025-10-20T08:28:02,App,True,109
AC0009994,CLI0169,2025-10-04T18:30:40,App,True,536
AC0009995,CLI1143,2025-11-26T01:50:13,App,True,749
AC0009996,CLI0214,2026-01-20T06:19:00,App,True,820
AC0009997,CLI1125,2025-12-16T13:13:24,App,True,213
AC0009998,CLI1225,2026-01-22T10:42:27,App,True,519
AC0009999,CLI1103,2026-02-14T16:18:55,App,True,577
AC0010000,CLI1447,2026-02-14T23:52:48,App,True,289
AC0010001,CLI0241,2025-12-25T01:53:47,App,True,71
AC0010002,CLI0359,2025-10-24T16:47:55,App,True,793
AC0010003,CLI0306,2025-12-23T23:25:31,App,True,239
AC0010004,CLI1265,2025-09-23T19:18:04,App,True,724
AC0010005,CLI1048,2026-02-09T07:09:21,App,True,328
AC0010006,CLI0338,2025-10-15T05:53:00,App,True,33
AC0010007,CLI1366,2025-09-08T09:36:11,App,True,819
AC0010008,CLI0012,2025-09-25T05:56:19,App,True,260
AC0010009,CLI0831,2025-09-26T13:48:07,App,True,157
AC0010010,CLI0412,2025-09-04T22:45:10,WebApp,True,406
AC0010011,CLI0747,2025-12-02T09:22:44,App,True,734
AC0010012,CLI0892,2026-02-06T21:10:34,App,True,881
AC0010013,CLI0013,2026-01-27T00:59:15,App,True,208
AC0010014,CLI1011,2025-12-17T04:48:13,App,True,482
AC0010015,CLI0217,2025-12-16T05:46:01,WebApp,True,406
AC0010016,CLI0399,2025-11-19T04:24:48,App,True,764
AC0010017,CLI0209,2026-01-18T20:38:57,WebApp,True,573
AC0010018,CLI0182,2025-11-11T18:41:48,App,True,153
AC0010019,CLI1065,2026-01-15T23:39:32,App,True,214
AC0010020,CLI0062,2025-09-17T18:36:26,App,True,182
AC0010021,CLI1380,2025-11-22T04:42:50,App,True,459
AC0010022,CLI0385,2025-10-01T03:25:56,App,True,286
AC0010023,CLI0164,2026-02-10T10:01:40,App,True,733
AC0010024,CLI0726,2025-11-02T09:58:17,App,True,709
AC0010025,CLI1274,2026-01-12T05:58:48,App,True,424
AC0010026,CLI0085,2025-09-10T21:20:52,App,True,693
AC0010027,CLI1268,2025-10-28T11:45:16,App,False,0
AC0010028,CLI1318,2025-10-03T04:11:12,App,True,791
AC0010029,CLI0534,2026-02-23T01:40:46,App,True,342
AC0010030,CLI1234,2025-12-26T21:36:09,App,False,0
AC0010031,CLI0534,2025-11-16T11:47:41,App,True,168
AC0010032,CLI0724,2025-09-27T10:41:06,WebApp,True,67
AC0010033,CLI0422,2026-02-12T05:29:41,App,True,268
AC0010034,CLI1156,2026-02-10T07:01:56,App,True,814
AC0010035,CLI0829,2026-01-05T00:12:45,WebApp,False,0
AC0010036,CLI1047,2025-10-19T12:11:04,WebApp,True,663
AC0010037,CLI1141,2025-09-16T10:39:01,App,True,56
AC0010038,CLI0659,2025-11-10T21:47:18,App,True,186
AC0010039,CLI0809,2025-11-15T10:01:03,App,True,259
AC0010040,CLI1384,2025-12-06T20:45:15,App,True,182
AC0010041,CLI0602,2026-02-18T14:59:03,WebApp,False,0
AC0010042,CLI0371,2025-10-04T23:57:41,WebApp,True,221
AC0010043,CLI1091,2026-01-25T08:29:58,App,True,596
AC0010044,CLI0573,2025-11-20T19:22:30,WebApp,True,569
AC0010045,CLI1005,2025-09-27T11:07:37,App,True,497
AC0010046,CLI1247,2025-12-11T06:26:16,App,True,536
AC0010047,CLI0787,2026-01-19T15:11:17,WebApp,True,192
AC0010048,CLI0547,2026-02-20T16:54:38,App,True,218
AC0010049,CLI1481,2026-02-28T20:59:42,WebApp,True,306
AC0010050,CLI0521,2025-12-03T06:54:49,App,True,36
AC0010051,CLI0152,2025-09-30T13:40:32,App,True,494
AC0010052,CLI1422,2026-01-21T15:53:36,App,True,551
AC0010053,CLI0986,2025-10-28T15:55:00,App,True,559
AC0010054,CLI1105,2025-10-08T00:24:13,App,True,323
AC0010055,CLI0671,2025-10-29T08:42:44,App,True,205
AC0010056,CLI0820,2025-11-21T03:48:49,App,True,71
AC0010057,CLI0282,2026-01-04T14:55:22,WebApp,True,35
AC0010058,CLI0485,2026-02-01T08:35:35,App,True,173
AC0010059,CLI0531,2026-01-14T10:27:18,WebApp,True,881
AC0010060,CLI1032,2025-12-05T09:18:27,WebApp,True,309
AC0010061,CLI1390,2026-01-16T08:07:41,App,True,831
AC0010062,CLI1157,2025-11-20T00:44:51,App,True,135
AC0010063,CLI0372,2026-02-04T20:12:57,App,True,776
AC0010064,CLI1155,2026-02-16T08:51:12,App,True,796
AC0010065,CLI0740,2025-11-18T03:39:53,App,True,190
AC0010066,CLI0021,2025-12-27T05:46:25,App,True,726
AC0010067,CLI0254,2026-02-20T20:55:33,App,True,652
AC0010068,CLI0851,2025-11-06T05:53:31,App,True,541
AC0010069,CLI0162,2025-12-01T21:54:43,App,True,100
AC0010070,CLI0901,2025-09-23T16:37:47,App,True,583
AC0010071,CLI1067,2025-12-06T01:57:32,App,True,682
