cliente_id,location_id,cidade,estado,latitude,longitude
CLI0343,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0344,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0345,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0346,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0347,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0348,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0349,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0350,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0351,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0352,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0353,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0354,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0355,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0356,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0357,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0358,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0359,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0360,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0361,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0362,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0363,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0364,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0365,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0366,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0367,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0368,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0369,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0370,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0371,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0372,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0373,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0374,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0375,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0376,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0377,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0378,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0379,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0380,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0381,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0382,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0383,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0384,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0385,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0386,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0387,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0388,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0389,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0390,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0391,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0392,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0393,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0394,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0395,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0396,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0397,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0398,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0399,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0400,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0401,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0402,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0403,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0404,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0405,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0406,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0407,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0408,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0409,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0410,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0411,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0412,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0413,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0414,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0415,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0416,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0417,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0418,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0419,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0420,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0421,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0422,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0423,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0424,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0425,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0426,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0427,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0428,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0429,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0430,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0431,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0432,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0433,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0434,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0435,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0436,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0437,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0438,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0439,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0440,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0441,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0442,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0443,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0444,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0445,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0446,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0447,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0448,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0449,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0450,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0451,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0452,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0453,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0454,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0455,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0456,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0457,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0458,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0459,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0460,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0461,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0462,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0463,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0464,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0465,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0466,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0467,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0468,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0469,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0470,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0471,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0472,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0473,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0474,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0475,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0476,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0477,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0478,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0479,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0480,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0481,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0482,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0483,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0484,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0485,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0486,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0487,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0488,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0489,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0490,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0491,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0492,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0493,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0494,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0495,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0496,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0497,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0498,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0499,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0500,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0501,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0502,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0503,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0504,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0505,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0506,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0507,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0508,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0509,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0510,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0511,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0512,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0513,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0514,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0515,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0516,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0517,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0518,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0519,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0520,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0521,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0522,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0523,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0524,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0525,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0526,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0527,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0528,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0529,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0530,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0531,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0532,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0533,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0534,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0535,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0536,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0537,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0538,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0539,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0540,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0541,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0542,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0543,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0544,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0545,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0546,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0547,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0548,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0549,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0550,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0551,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0552,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0553,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0554,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0555,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0556,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0557,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0558,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0559,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0560,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0561,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0562,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0563,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0564,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0565,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0566,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0567,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0568,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0569,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0570,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0571,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0572,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0573,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0574,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0575,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0576,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0577,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0578,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0579,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0580,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0581,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0582,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0583,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0584,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0585,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0586,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0587,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0588,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0589,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0590,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0591,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0592,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0593,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0594,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0595,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0596,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0597,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0598,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0599,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0600,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0601,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0602,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0603,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0604,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0605,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0606,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0607,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0608,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0609,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0610,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0611,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0612,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0613,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0614,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0615,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0616,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0617,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0618,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0619,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0620,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0621,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0622,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0623,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0624,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0625,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0626,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0627,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0628,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0629,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0630,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0631,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0632,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0633,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0634,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0635,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0636,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0637,LOC_CURITIBA,Curitiba,PR,-25.4284,-49.2733
CLI0638,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0639,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0640,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0641,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0642,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0643,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0644,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0645,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0646,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0647,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0648,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0649,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0650,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0651,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0652,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0653,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0654,LOC_FORTALEZA,Fortaleza,CE,-3.7172,-38.5433
CLI0655,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0656,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0657,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0658,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0659,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0660,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0661,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0662,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0663,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0664,LOC_CAMPINAS,Campinas,SP,-22.9099,-47.0626
CLI0665,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0666,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0667,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0668,LOC_BELO_HORIZONTE,Belo Horizonte,MG,-19.9167,-43.9345
CLI0669,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0670,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0671,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0672,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0673,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
CLI0674,LOC_PORTO_ALEGRE,Porto Alegre,RS,-30.0346,-51.2177
CLI0675,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0676,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0677,LOC_SÃO_PAULO,São Paulo,SP,-23.5505,-46.6333
CLI0678,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0679,LOC_RECIFE,Recife,PE,-8.0476,-34.877
CLI0680,LOC_BRASÍLIA,Brasília,DF,-15.7939,-47.8828
CLI0681,LOC_RIO_DE_JANEIRO,Rio de Janeiro,RJ,-22.9068,-43.1729
CLI0682,LOC_SALVADOR,Salvador,BA,-12.9777,-38.5016
