transacao_id,clienteOrigemId,clienteDestinoId,valor,data,tipo
TX0005824,CLI1009,CLI0764,1809.46,2026-03-01,Pix
TX0005825,CLI0314,CLI0702,1196.22,2025-09-26,Pix
TX0005826,CLI0113,CLI0121,87.79,2025-09-27,Pix
TX0005827,CLI0509,CLI0719,399.84,2026-02-13,Pix
TX0005828,CLI0170,CLI1131,1186.23,2025-12-14,Pix
TX0005829,CLI0103,CLI0321,2424.5,2026-01-03,Pix
TX0005830,CLI0898,CLI0537,1484.06,2025-09-06,Pix
TX0005831,CLI1383,CLI0516,1806.39,2025-11-26,Pix
TX0005832,CLI0040,CLI1313,9700.07,2026-02-07,Pix
TX0005833,CLI0216,CLI1243,1947.21,2026-01-28,Pix
TX0005834,CLI0573,CLI0470,1713.69,2025-12-07,Pix
TX0005835,CLI0745,CLI0998,6833.44,2025-11-14,Pix
TX0005836,CLI0377,CLI0998,5899.67,2026-01-22,Pix
TX0005837,CLI0607,CLI0150,1054.62,2026-02-07,Pix
TX0005838,CLI0887,CLI0856,745.74,2025-11-27,Pix
TX0005839,CLI0081,CLI1301,2918.81,2025-12-21,Pix
TX0005840,CLI0050,CLI1293,1006.73,2025-09-08,Pix
TX0005841,CLI1304,CLI0643,1172.26,2025-11-29,Pix
TX0005842,CLI0272,CLI1052,2813.43,2026-02-23,Pix
TX0005843,CLI1466,CLI1137,2823.2,2025-12-14,Pix
TX0005844,CLI0463,CLI0279,1925.21,2025-10-25,Pix
TX0005845,CLI0253,CLI0654,41.12,2026-01-17,Pix
TX0005846,CLI1294,CLI0723,283.06,2025-10-01,Pix
TX0005847,CLI1174,CLI0998,5008.04,2026-01-11,Pix
TX0005848,CLI0671,CLI1459,313.71,2025-10-08,Pix
TX0005849,CLI1477,CLI1279,1597.5,2025-10-16,Pix
TX0005850,CLI0373,CLI0051,1029.12,2026-02-19,Pix
TX0005851,CLI1128,CLI0684,2086.55,2026-01-24,Pix
TX0005852,CLI1217,CLI0397,451.65,2026-02-13,Pix
TX0005853,CLI0852,CLI0998,11863.07,2025-12-13,Pix
TX0005854,CLI1005,CLI0808,631.72,2026-02-10,Pix
TX0005855,CLI0474,CLI0763,1235.52,2025-09-13,Pix
TX0005856,CLI0648,CLI1055,7491.84,2025-12-11,Pix
TX0005857,CLI0194,CLI0279,9894.05,2025-12-16,Pix
TX0005858,CLI0619,CLI0192,675.4,2026-01-24,Pix
TX0005859,CLI1447,CLI0239,79.19,2026-02-14,Pix
TX0005860,CLI0469,CLI0998,11163.01,2025-09-10,Pix
TX0005861,CLI1143,CLI1055,9457.8,2025-10-31,Pix
TX0005862,CLI0865,CLI0682,1939.04,2025-09-06,Pix
TX0005863,CLI0921,CLI0279,14112.05,2025-11-04,Pix
TX0005864,CLI0406,CLI0793,8682.01,2025-12-27,Pix
TX0005865,CLI0222,CLI1140,490.02,2026-01-14,Pix
TX0005866,CLI1185,CLI0289,564.95,2026-01-11,Pix
TX0005867,CLI0133,CLI0774,1076.4,2025-09-15,Pix
TX0005868,CLI0413,CLI0601,2508.43,2025-12-10,Pix
TX0005869,CLI1236,CLI1313,11634.44,2025-10-31,Pix
TX0005870,CLI0471,CLI1043,2856.57,2025-09-24,Pix
TX0005871,CLI0672,CLI1355,1897.84,2026-01-30,Pix
TX0005872,CLI1156,CLI1055,7410.69,2025-12-24,Pix
TX0005873,CLI1315,CLI1345,1508.82,2025-12-06,Pix
TX0005874,CLI0814,CLI1010,2268.23,2026-01-30,Pix
TX0005875,CLI0239,CLI0548,1674.48,2025-11-06,Pix
TX0005876,CLI0805,CLI0002,1573.97,2025-10-14,Pix
TX0005877,CLI1076,CLI0370,1579.17,2025-09-24,Pix
TX0005878,CLI0938,CLI1083,389.33,2025-10-09,Pix
TX0005879,CLI0092,CLI0014,1141.63,2026-01-02,Pix
TX0005880,CLI0168,CLI0328,2307.28,2026-02-07,Pix
TX0005881,CLI1274,CLI0894,1419.8,2026-01-13,Pix
TX0005882,CLI0883,CLI1313,2911.67,2026-02-27,Pix
TX0005883,CLI1275,CLI1280,1391.13,2025-12-14,Pix
TX0005884,CLI0465,CLI0089,800.51,2026-01-14,Pix
TX0005885,CLI0046,CLI1048,2050.79,2025-10-13,Pix
TX0005886,CLI1194,CLI1168,1581.96,2025-12-23,Pix
TX0005887,CLI0211,CLI1422,899.99,2026-02-04,Pix
TX0005888,CLI0524,CLI0254,1880.78,2026-01-01,Pix
TX0005889,CLI0560,CLI0998,3799.09,2026-01-25,Pix
TX0005890,CLI0351,CLI0361,2422.84,2026-01-24,Pix
TX0005891,CLI0525,CLI0998,7278.68,2025-11-30,Pix
TX0005892,CLI0086,CLI0690,2719.55,2025-11-08,Pix
TX0005893,CLI0316,CLI0741,1825.74,2026-01-09,Pix
TX0005894,CLI1005,CLI0551,612.01,2025-09-16,Pix
TX0005895,CLI1402,CLI1218,2903.22,2025-10-30,Pix
TX0005896,CLI0503,CLI1055,9282.36,2025-11-01,Pix
TX0005897,CLI0966,CLI0279,14947.61,2026-02-24,Pix
TX0005898,CLI0774,CLI0670,1998.97,2025-12-08,Pix
TX0005899,CLI0044,CLI0756,799.95,2025-10-25,Pix
TX0005900,CLI0041,CLI1371,1517.01,2025-09-13,Pix
TX0005901,CLI1203,CLI0223,1817.76,2026-01-06,Pix
TX0005902,CLI0474,CLI0746,2835.66,2026-01-11,Pix
TX0005903,CLI1305,CLI0873,1877.62,2025-11-25,Pix
TX0005904,CLI1072,CLI0775,2009.5,2026-01-01,Pix
TX0005905,CLI0775,CLI0998,10354.5,2025-10-04,Pix
TX0005906,CLI0890,CLI1380,151.26,2025-12-27,Pix
TX0005907,CLI1321,CLI1059,1138.43,2025-11-04,Pix
TX0005908,CLI0946,CLI1156,701.78,2025-12-31,Pix
TX0005909,CLI0689,CLI1363,1748.36,2025-09-12,Pix
TX0005910,CLI0325,CLI0610,927.89,2025-09-18,Pix
TX0005911,CLI0392,CLI0735,1902.33,2025-09-04,Pix
TX0005912,CLI1183,CLI0879,123.38,2025-09-04,Pix
TX0005913,CLI0438,CLI1345,2137.72,2026-01-12,Pix
TX0005914,CLI0206,CLI0772,709.32,2025-11-11,Pix
TX0005915,CLI0278,CLI0170,977.45,2025-12-20,Pix
TX0005916,CLI1055,CLI1046,2888.56,2026-02-03,Pix
TX0005917,CLI0723,CLI0396,886.65,2025-09-09,Pix
TX0005918,CLI0745,CLI0526,1668.88,2026-02-03,Pix
TX0005919,CLI0385,CLI0510,1635.16,2025-11-08,Pix
TX0005920,CLI1163,CLI0998,1722.18,2026-01-13,Pix
TX0005921,CLI0410,CLI0470,2595.49,2025-10-20,Pix
TX0005922,CLI0588,CLI0180,849.73,2025-09-30,Pix
TX0005923,CLI1189,CLI0794,1900.14,2025-12-21,Pix
TX0005924,CLI0374,CLI0797,1589.2,2025-09-22,Pix
TX0005925,CLI0459,CLI0905,2694.78,2025-11-10,Pix
TX0005926,CLI0421,CLI1320,1206.92,2025-09-07,Pix
TX0005927,CLI0082,CLI0704,2635.98,2025-11-17,Pix
TX0005928,CLI0666,CLI0001,1042.22,2026-02-14,Pix
TX0005929,CLI0581,CLI0793,13405.35,2025-09-11,Pix
TX0005930,CLI0810,CLI0279,3552.55,2025-09-03,Pix
TX0005931,CLI0780,CLI0380,200.69,2025-10-02,Pix
TX0005932,CLI0213,CLI1055,1605.87,2025-12-09,Pix
TX0005933,CLI0447,CLI1144,1447.95,2025-09-03,Pix
TX0005934,CLI0665,CLI1244,134.79,2025-09-15,Pix
TX0005935,CLI1442,CLI0335,749.19,2025-12-15,Pix
TX0005936,CLI1009,CLI0848,681.82,2025-11-12,Pix
TX0005937,CLI0551,CLI0634,1026.45,2026-02-11,Pix
TX0005938,CLI0552,CLI0069,2114.72,2026-01-31,Pix
TX0005939,CLI0318,CLI0302,1938.09,2026-02-02,Pix
TX0005940,CLI0708,CLI0793,3748.06,2025-10-30,Pix
TX0005941,CLI0347,CLI0671,2352.89,2025-09-08,Pix
TX0005942,CLI1327,CLI0847,2705.97,2026-02-23,Pix
TX0005943,CLI1498,CLI0704,1710.03,2025-10-10,Pix
TX0005944,CLI0530,CLI0251,2772.12,2026-01-10,Pix
TX0005945,CLI0978,CLI0415,2070.53,2025-12-31,Pix
TX0005946,CLI0432,CLI1313,7630.32,2026-01-02,Pix
TX0005947,CLI1202,CLI0175,1922.21,2025-12-19,Pix
TX0005948,CLI0030,CLI1313,10950.96,2026-01-24,Pix
TX0005949,CLI0157,CLI1393,1970.7,2026-02-27,Pix
TX0005950,CLI0191,CLI0553,1447.35,2025-09-22,Pix
TX0005951,CLI1327,CLI1325,1724.04,2025-10-29,Pix
TX0005952,CLI0386,CLI1494,307.14,2026-02-22,Pix
TX0005953,CLI0714,CLI1134,2959.41,2026-02-21,Pix
TX0005954,CLI1285,CLI0819,1611.48,2025-09-18,Pix
TX0005955,CLI0385,CLI0530,2011.95,2025-12-04,Pix
TX0005956,CLI1466,CLI0061,2755.78,2026-02-11,Pix
TX0005957,CLI1091,CLI0933,56.42,2025-11-13,Pix
TX0005958,CLI0910,CLI0193,1463.17,2025-10-20,Pix
TX0005959,CLI0070,CLI0939,1012.3,2025-09-25,Pix
TX0005960,CLI1130,CLI1133,8617.31,2025-12-18,Pix
TX0005961,CLI0093,CLI0470,372.21,2026-01-13,Pix
TX0005962,CLI1249,CLI1252,1027.31,2025-12-25,Pix
TX0005963,CLI0925,CLI0998,1886.55,2025-12-20,Pix
TX0005964,CLI1477,CLI1055,9876.62,2025-12-05,Pix
TX0005965,CLI0340,CLI0610,2838.53,2025-11-29,Pix
TX0005966,CLI1260,CLI0666,2259.4,2025-12-03,Pix
TX0005967,CLI1111,CLI0029,1845.24,2025-10-11,Pix
TX0005968,CLI0715,CLI0279,6739.37,2026-02-08,Pix
TX0005969,CLI0675,CLI1203,2703.56,2026-02-15,Pix
TX0005970,CLI0224,CLI0564,25.88,2025-09-05,Pix
TX0005971,CLI1432,CLI1192,961.22,2026-02-04,Pix
TX0005972,CLI0545,CLI0279,8498.59,2025-10-01,Pix
TX0005973,CLI1407,CLI0628,2574.35,2026-01-28,Pix
TX0005974,CLI1189,CLI1320,2071.68,2025-12-20,Pix
TX0005975,CLI1059,CLI0793,8312.99,2026-02-04,Pix
TX0005976,CLI0444,CLI0982,2994.97,2025-10-07,Pix
TX0005977,CLI0195,CLI0696,353.69,2026-01-18,Pix
TX0005978,CLI0595,CLI0469,592.36,2026-02-10,Pix
TX0005979,CLI0087,CLI0501,916.08,2026-01-30,Pix
TX0005980,CLI0207,CLI0070,547.4,2025-12-10,Pix
TX0005981,CLI0091,CLI1119,2217.04,2025-11-14,Pix
TX0005982,CLI1234,CLI0754,894.39,2026-01-31,Pix
TX0005983,CLI1121,CLI0995,51.34,2025-11-27,Pix
TX0005984,CLI1467,CLI0595,1093.78,2026-01-16,Pix
TX0005985,CLI1160,CLI0349,480.09,2026-02-14,Pix
TX0005986,CLI0444,CLI0062,1702.55,2025-12-25,Pix
TX0005987,CLI1014,CLI1055,14709.99,2026-01-24,Pix
TX0005988,CLI0904,CLI0995,2965.24,2025-11-19,Pix
TX0005989,CLI1404,CLI1078,445.46,2026-01-07,Pix
TX0005990,CLI0391,CLI1147,489.74,2025-12-01,Pix
TX0005991,CLI0402,CLI1065,2790.64,2025-12-07,Pix
TX0005992,CLI0240,CLI0091,1405.32,2026-01-21,Pix
TX0005993,CLI0846,CLI0093,2514.92,2025-10-03,Pix
TX0005994,CLI0541,CLI0224,930.79,2026-01-29,Pix
TX0005995,CLI1030,CLI1192,2494.3,2025-10-28,Pix
TX0005996,CLI0371,CLI1286,1509.29,2026-02-21,Pix
TX0005997,CLI0143,CLI0735,1520.4,2025-10-15,Pix
TX0005998,CLI1274,CLI0509,1966.61,2025-10-10,Pix
TX0005999,CLI0897,CLI1450,1515.33,2026-02-14,Pix
TX0006000,CLI0399,CLI1117,235.71,2026-02-12,Pix
TX0006001,CLI0627,CLI0764,1468.83,2026-01-15,Pix
TX0006002,CLI0396,CLI0459,2687.45,2025-12-15,Pix
TX0006003,CLI1392,CLI1078,103.77,2025-09-14,Pix
TX0006004,CLI0459,CLI0619,949.5,2025-10-03,Pix
TX0006005,CLI1049,CLI0601,1395.77,2025-09-21,Pix
TX0006006,CLI1340,CLI0901,2246.98,2025-09-06,Pix
TX0006007,CLI1065,CLI0050,2279.7,2025-09-02,Pix
TX0006008,CLI0534,CLI0503,1032.74,2025-10-06,Pix
TX0006009,CLI0701,CLI0974,983.88,2025-09-27,Pix
TX0006010,CLI0773,CLI0354,1596.85,2025-10-28,Pix
TX0006011,CLI0183,CLI1055,5629.3,2026-01-20,Pix
TX0006012,CLI0686,CLI1430,1521.33,2025-11-02,Pix
TX0006013,CLI0296,CLI0077,2157.22,2025-09-12,Pix
TX0006014,CLI0170,CLI1246,1523.09,2026-02-13,Pix
TX0006015,CLI1062,CLI1323,1086.01,2026-01-19,Pix
TX0006016,CLI0430,CLI1055,2454.79,2025-12-14,Pix
TX0006017,CLI1085,CLI0954,2623.78,2025-10-14,Pix
TX0006018,CLI0987,CLI0962,107.7,2026-01-22,Pix
TX0006019,CLI0225,CLI0431,1549.62,2026-01-06,Pix
TX0006020,CLI1087,CLI0257,353.23,2026-02-21,Pix
TX0006021,CLI0804,CLI1055,4811.87,2025-09-02,Pix
TX0006022,CLI0210,CLI0780,1275.72,2026-01-17,Pix
TX0006023,CLI0227,CLI0561,2345.93,2026-01-19,Pix
TX0006024,CLI1026,CLI0590,1835.25,2025-09-24,Pix
TX0006025,CLI1349,CLI0405,2788.56,2025-10-05,Pix
TX0006026,CLI0250,CLI1133,5263.08,2026-01-21,Pix
TX0006027,CLI0906,CLI1133,13322.23,2025-11-13,Pix
TX0006028,CLI0320,CLI1046,2040.93,2025-12-09,Pix
TX0006029,CLI1289,CLI0262,1515.51,2026-01-05,Pix
TX0006030,CLI1374,CLI0544,2867.66,2025-11-03,Pix
TX0006031,CLI0727,CLI0594,423.5,2025-09-15,Pix
TX0006032,CLI0159,CLI0679,65.19,2025-11-14,Pix
TX0006033,CLI0617,CLI1055,12721.94,2025-12-01,Pix
TX0006034,CLI1217,CLI0279,4345.86,2026-02-28,Pix
TX0006035,CLI1064,CLI0117,599.99,2025-12-26,Pix
TX0006036,CLI1145,CLI0764,51.91,2025-10-17,Pix
TX0006037,CLI0414,CLI1337,1161.22,2026-01-25,Pix
TX0006038,CLI0064,CLI0279,13860.5,2026-02-14,Pix
TX0006039,CLI1086,CLI0793,7868.15,2025-09-23,Pix
TX0006040,CLI0586,CLI0524,274.29,2026-01-19,Pix
TX0006041,CLI0996,CLI1457,545.62,2026-02-24,Pix
TX0006042,CLI0155,CLI0066,179.39,2025-09-19,Pix
TX0006043,CLI0252,CLI0881,2254.72,2025-09-24,Pix
TX0006044,CLI0572,CLI1186,1710.65,2025-10-15,Pix
TX0006045,CLI0768,CLI0444,1765.97,2026-01-09,Pix
TX0006046,CLI1438,CLI1468,851.18,2026-02-22,Pix
TX0006047,CLI1449,CLI0673,298.17,2025-10-13,Pix
TX0006048,CLI0527,CLI0998,10289.79,2026-02-17,Pix
TX0006049,CLI1407,CLI0998,12473.29,2025-12-18,Pix
TX0006050,CLI1060,CLI0916,2787.59,2025-12-14,Pix
TX0006051,CLI1202,CLI1330,2013.2,2025-09-02,Pix
TX0006052,CLI0810,CLI0077,1488.79,2025-09-28,Pix
TX0006053,CLI0910,CLI1324,1121.3,2026-01-26,Pix
TX0006054,CLI0059,CLI1476,715.52,2025-11-04,Pix
TX0006055,CLI1157,CLI1055,9877.62,2026-01-08,Pix
TX0006056,CLI0433,CLI0182,1531.6,2025-12-21,Pix
TX0006057,CLI0952,CLI0006,1051.3,2025-10-04,Pix
TX0006058,CLI0892,CLI0793,13348.61,2026-02-16,Pix
TX0006059,CLI0260,CLI1133,6271.52,2025-12-26,Pix
TX0006060,CLI1422,CLI1051,2910.05,2025-11-12,Pix
TX0006061,CLI0800,CLI1446,1490.25,2025-12-09,Pix
TX0006062,CLI1074,CLI0701,86.96,2025-12-26,Pix
TX0006063,CLI0212,CLI0130,1712.9,2025-10-31,Pix
TX0006064,CLI1165,CLI0689,841.3,2025-10-08,Pix
TX0006065,CLI1346,CLI1364,41.32,2026-01-17,Pix
TX0006066,CLI0748,CLI0129,251.84,2025-11-19,Pix
TX0006067,CLI1189,CLI0544,1359.27,2025-12-06,Pix
TX0006068,CLI0281,CLI0018,2064.67,2025-12-19,Pix
TX0006069,CLI0938,CLI0760,658.48,2025-10-15,Pix
TX0006070,CLI0477,CLI1341,470.88,2025-10-10,Pix
TX0006071,CLI0399,CLI1152,84.32,2025-10-30,Pix
TX0006072,CLI1367,CLI0863,23.54,2026-01-25,Pix
TX0006073,CLI0350,CLI1438,2242.53,2025-11-15,Pix
TX0006074,CLI0957,CLI0050,2445.46,2025-12-27,Pix
TX0006075,CLI1318,CLI1418,2473.94,2026-02-11,Pix
TX0006076,CLI0297,CLI1372,2463.71,2025-10-25,Pix
TX0006077,CLI1179,CLI0334,122.12,2026-01-13,Pix
TX0006078,CLI1071,CLI0931,1192.9,2025-09-25,Pix
TX0006079,CLI0792,CLI0279,13414.45,2025-12-25,Pix
TX0006080,CLI0330,CLI0412,2975.54,2025-10-13,Pix
TX0006081,CLI0636,CLI0867,1282.5,2026-02-13,Pix
TX0006082,CLI1117,CLI1332,1041.22,2025-12-04,Pix
TX0006083,CLI0287,CLI1351,1673.94,2026-01-20,Pix
TX0006084,CLI1232,CLI1186,2484.32,2025-12-01,Pix
TX0006085,CLI0521,CLI0953,1863.05,2025-09-29,Pix
TX0006086,CLI0066,CLI0326,255.25,2026-01-13,Pix
TX0006087,CLI0216,CLI1099,506.25,2025-11-01,Pix
TX0006088,CLI0002,CLI0733,1044.4,2026-02-20,Pix
TX0006089,CLI0676,CLI0060,2334.31,2026-01-29,Pix
TX0006090,CLI0254,CLI0518,1221.39,2025-12-23,Pix
TX0006091,CLI0390,CLI1038,2442.87,2025-09-03,Pix
TX0006092,CLI1338,CLI1361,26.72,2025-09-25,Pix
TX0006093,CLI0941,CLI0998,11914.1,2025-10-04,Pix
TX0006094,CLI1433,CLI1426,843.77,2025-09-05,Pix
TX0006095,CLI1048,CLI0793,2702.74,2025-12-22,Pix
TX0006096,CLI0579,CLI0852,717.83,2026-02-10,Pix
TX0006097,CLI1314,CLI0279,12261.94,2025-09-08,Pix
TX0006098,CLI1000,CLI1045,813.6,2025-12-05,Pix
TX0006099,CLI0575,CLI1440,1828.09,2025-10-21,Pix
TX0006100,CLI1183,CLI1406,2362.45,2025-10-29,Pix
TX0006101,CLI1245,CLI1061,317.47,2025-10-09,Pix
TX0006102,CLI0331,CLI0214,2392.83,2026-01-05,Pix
TX0006103,CLI0755,CLI1195,2941.89,2025-11-11,Pix
TX0006104,CLI0546,CLI0885,274.88,2025-11-25,Pix
TX0006105,CLI0539,CLI0056,355.37,2025-11-22,Pix
TX0006106,CLI0378,CLI1055,14045.01,2026-02-16,Pix
TX0006107,CLI1456,CLI0934,1995.67,2025-09-04,Pix
TX0006108,CLI0539,CLI1381,2765.11,2025-09-19,Pix
TX0006109,CLI0008,CLI0998,13349.39,2025-09-03,Pix
TX0006110,CLI0861,CLI0392,232.2,2025-09-02,Pix
TX0006111,CLI0298,CLI1465,2651.64,2025-09-28,Pix
TX0006112,CLI0845,CLI0463,1032.4,2025-11-29,Pix
TX0006113,CLI0339,CLI1268,1856.57,2025-10-03,Pix
TX0006114,CLI0998,CLI0978,1333.44,2025-10-01,Pix
TX0006115,CLI0861,CLI0592,191.36,2025-09-22,Pix
TX0006116,CLI0547,CLI0365,971.5,2025-11-28,Pix
TX0006117,CLI0728,CLI1313,6353.66,2025-12-27,Pix
TX0006118,CLI0321,CLI0970,430.59,2026-02-22,Pix
TX0006119,CLI0355,CLI1055,11709.99,2025-10-21,Pix
TX0006120,CLI0687,CLI0657,1732.8,2025-12-20,Pix
TX0006121,CLI1239,CLI0279,8722.25,2026-01-23,Pix
TX0006122,CLI0346,CLI1018,2014.6,2025-09-06,Pix
TX0006123,CLI1472,CLI1055,14006.0,2026-02-21,Pix
TX0006124,CLI0922,CLI1133,8212.11,2026-02-23,Pix
TX0006125,CLI1482,CLI0567,2150.67,2025-12-01,Pix
TX0006126,CLI1331,CLI0976,1202.97,2026-02-10,Pix
TX0006127,CLI0413,CLI0739,2932.04,2026-01-07,Pix
TX0006128,CLI0134,CLI0279,13585.25,2025-11-29,Pix
TX0006129,CLI0465,CLI0403,2709.87,2025-11-19,Pix
TX0006130,CLI0515,CLI1139,2869.21,2025-09-16,Pix
TX0006131,CLI1338,CLI1133,7319.32,2026-02-17,Pix
TX0006132,CLI1145,CLI1313,8701.54,2026-01-24,Pix
TX0006133,CLI1028,CLI0443,1020.65,2026-01-13,Pix
TX0006134,CLI0696,CLI0998,11207.67,2025-11-09,Pix
TX0006135,CLI1370,CLI0230,2969.41,2026-02-24,Pix
TX0006136,CLI0565,CLI0820,2872.32,2026-01-26,Pix
TX0006137,CLI0957,CLI0581,914.47,2025-12-01,Pix
TX0006138,CLI1339,CLI1133,3914.1,2025-10-22,Pix
TX0006139,CLI0039,CLI1313,10065.37,2026-02-13,Pix
TX0006140,CLI0233,CLI1161,2952.39,2025-11-06,Pix
TX0006141,CLI0829,CLI1002,804.34,2026-02-23,Pix
TX0006142,CLI0026,CLI1157,322.03,2026-02-02,Pix
TX0006143,CLI0917,CLI0614,1002.28,2026-02-22,Pix
TX0006144,CLI0721,CLI0989,2832.21,2025-12-28,Pix
TX0006145,CLI0267,CLI0048,785.52,2025-12-22,Pix
TX0006146,CLI0852,CLI1203,612.94,2026-02-26,Pix
TX0006147,CLI0944,CLI0546,370.64,2025-11-22,Pix
TX0006148,CLI0133,CLI0595,1582.34,2025-09-17,Pix
TX0006149,CLI0242,CLI0793,6826.47,2025-09-05,Pix
TX0006150,CLI1127,CLI1450,1490.6,2025-12-13,Pix
TX0006151,CLI0795,CLI0549,107.17,2025-10-04,Pix
TX0006152,CLI1266,CLI0442,1903.62,2025-09-15,Pix
TX0006153,CLI1463,CLI1055,3966.49,2025-10-27,Pix
TX0006154,CLI0523,CLI0661,472.27,2026-02-02,Pix
TX0006155,CLI0374,CLI0651,1489.48,2025-10-08,Pix
TX0006156,CLI1494,CLI0820,2037.75,2025-10-12,Pix
TX0006157,CLI1051,CLI1133,6259.33,2025-09-21,Pix
TX0006158,CLI0864,CLI0928,1481.21,2025-10-03,Pix
TX0006159,CLI1153,CLI0674,733.35,2025-12-14,Pix
TX0006160,CLI0206,CLI0912,1623.98,2025-12-08,Pix
TX0006161,CLI0321,CLI0088,673.52,2025-10-01,Pix
TX0006162,CLI1212,CLI1079,2624.86,2025-11-02,Pix
TX0006163,CLI1209,CLI0838,1614.1,2025-10-12,Pix
TX0006164,CLI1360,CLI1056,1969.97,2025-10-25,Pix
TX0006165,CLI1338,CLI0152,1765.18,2025-12-23,Pix
TX0006166,CLI0787,CLI1055,14299.77,2025-10-25,Pix
TX0006167,CLI0709,CLI0279,4120.96,2026-02-10,Pix
TX0006168,CLI0529,CLI0634,765.69,2025-11-23,Pix
TX0006169,CLI0705,CLI0829,1651.93,2026-02-24,Pix
TX0006170,CLI0682,CLI0628,1570.52,2026-02-17,Pix
TX0006171,CLI0935,CLI0929,962.18,2026-02-13,Pix
TX0006172,CLI0302,CLI0429,2747.43,2026-02-23,Pix
TX0006173,CLI0301,CLI0793,14975.76,2026-02-16,Pix
TX0006174,CLI1223,CLI1268,69.22,2025-10-05,Pix
TX0006175,CLI0840,CLI0178,990.01,2026-01-05,Pix
TX0006176,CLI0817,CLI1306,2774.37,2025-09-03,Pix
TX0006177,CLI1189,CLI0429,2110.37,2025-09-27,Pix
TX0006178,CLI1291,CLI0774,2112.68,2025-10-08,Pix
TX0006179,CLI1327,CLI1208,877.64,2025-10-31,Pix
TX0006180,CLI0422,CLI0132,2579.38,2026-01-31,Pix
TX0006181,CLI0104,CLI0265,189.94,2025-11-16,Pix
TX0006182,CLI0507,CLI0229,1228.17,2025-09-18,Pix
TX0006183,CLI0260,CLI0998,14846.81,2026-01-22,Pix
TX0006184,CLI1190,CLI0757,1443.34,2026-02-13,Pix
TX0006185,CLI0417,CLI1313,8839.31,2026-02-03,Pix
TX0006186,CLI1423,CLI0835,1425.2,2026-01-25,Pix
TX0006187,CLI1402,CLI0327,1937.77,2026-02-16,Pix
TX0006188,CLI0073,CLI1443,42.73,2026-02-20,Pix
TX0006189,CLI0783,CLI0863,1849.19,2025-09-13,Pix
TX0006190,CLI0832,CLI0284,1932.88,2025-12-24,Pix
TX0006191,CLI0752,CLI0429,1695.51,2026-01-24,Pix
TX0006192,CLI0526,CLI0891,1162.17,2026-01-27,Pix
TX0006193,CLI1052,CLI0793,4245.21,2025-11-13,Pix
TX0006194,CLI0740,CLI1133,8859.29,2025-10-25,Pix
TX0006195,CLI0517,CLI1401,228.33,2025-12-24,Pix
TX0006196,CLI0822,CLI0775,1464.37,2025-11-27,Pix
TX0006197,CLI1428,CLI1055,3861.28,2026-02-26,Pix
TX0006198,CLI0009,CLI1467,833.78,2026-02-17,Pix
TX0006199,CLI0513,CLI0452,80.9,2026-01-31,Pix
TX0006200,CLI1127,CLI1055,10581.72,2025-12-25,Pix
TX0006201,CLI0456,CLI1046,2929.65,2025-10-17,Pix
TX0006202,CLI0070,CLI1122,2936.68,2026-02-13,Pix
TX0006203,CLI0932,CLI0723,1266.38,2025-10-09,Pix
TX0006204,CLI1363,CLI0279,13155.4,2025-09-18,Pix
TX0006205,CLI0271,CLI1206,70.1,2025-11-10,Pix
TX0006206,CLI0377,CLI0459,2202.62,2025-10-07,Pix
TX0006207,CLI0626,CLI0355,163.26,2026-01-26,Pix
TX0006208,CLI0432,CLI1103,2063.62,2026-02-06,Pix
TX0006209,CLI0593,CLI0793,6370.32,2025-09-21,Pix
TX0006210,CLI0682,CLI0581,1991.9,2026-01-31,Pix
TX0006211,CLI0763,CLI0272,394.83,2025-12-15,Pix
TX0006212,CLI1435,CLI0860,1449.6,2025-12-15,Pix
TX0006213,CLI0162,CLI0490,1886.04,2026-02-01,Pix
TX0006214,CLI1367,CLI0763,502.24,2025-12-02,Pix
TX0006215,CLI0430,CLI0375,2947.64,2025-09-17,Pix
TX0006216,CLI1036,CLI1172,1904.0,2025-09-19,Pix
TX0006217,CLI0061,CLI1467,2295.66,2025-12-05,Pix
TX0006218,CLI1187,CLI0744,223.8,2025-11-08,Pix
TX0006219,CLI1381,CLI0327,739.83,2025-11-13,Pix
TX0006220,CLI0977,CLI1403,1299.81,2026-02-09,Pix
TX0006221,CLI0406,CLI0899,1870.86,2026-02-17,Pix
TX0006222,CLI0994,CLI0597,1903.4,2025-11-26,Pix
TX0006223,CLI1373,CLI0016,663.75,2025-12-02,Pix
TX0006224,CLI1025,CLI0998,8320.58,2026-02-27,Pix
TX0006225,CLI1033,CLI0793,5830.11,2025-10-06,Pix
TX0006226,CLI1359,CLI0832,1057.72,2026-02-08,Pix
TX0006227,CLI0227,CLI0069,750.53,2025-12-27,Pix
TX0006228,CLI0743,CLI0741,2632.06,2026-01-08,Pix
TX0006229,CLI0580,CLI1247,2001.4,2025-10-23,Pix
TX0006230,CLI0994,CLI1428,1872.03,2025-12-17,Pix
TX0006231,CLI1394,CLI0271,2453.65,2025-10-16,Pix
TX0006232,CLI0912,CLI0252,1830.09,2026-02-11,Pix
TX0006233,CLI0308,CLI0995,2703.1,2025-11-01,Pix
TX0006234,CLI0870,CLI0523,667.38,2025-11-04,Pix
TX0006235,CLI0427,CLI1021,222.1,2025-11-03,Pix
TX0006236,CLI0650,CLI0077,1317.23,2026-02-04,Pix
TX0006237,CLI1316,CLI0912,2149.91,2026-02-19,Pix
